return_id,return_date,client_id,material_id,quantity_returned,reason,supplier_id_traced,model_probability,top3,source,supplier_attributed,confidence,model_agrees
RET-0183,2021-12-10,Client-001,MS Flats,1.31,Edge damage,VS10,0.21036099869611027,"[{""supplier_id"": ""VS19"", ""p"": 0.2104}, {""supplier_id"": ""VS03"", ""p"": 0.2024}, {""supplier_id"": ""VS12"", ""p"": 0.1633}]",recorded,VS10,1.0,0.0
RET-0184,2023-05-19,Client-068,MS Flats,3.84,Surface rust,VS08,0.21784589754973857,"[{""supplier_id"": ""VS12"", ""p"": 0.2178}, {""supplier_id"": ""VS19"", ""p"": 0.1905}, {""supplier_id"": ""VS03"", ""p"": 0.1642}]",recorded,VS08,1.0,0.0
RET-0185,2021-04-13,Client-077,Angles & Channels,3.88,Surface rust,VS03,0.22322530133930113,"[{""supplier_id"": ""VS03"", ""p"": 0.2232}, {""supplier_id"": ""VS12"", ""p"": 0.1903}, {""supplier_id"": ""VS19"", ""p"": 0.1457}]",recorded,VS03,1.0,1.0
RET-0186,2022-12-25,Client-062,GI Sheets,1.17,Surface rust,VS12,0.20535471802900504,"[{""supplier_id"": ""VS12"", ""p"": 0.2054}, {""supplier_id"": ""VS19"", ""p"": 0.2023}, {""supplier_id"": ""VS03"", ""p"": 0.1614}]",recorded,VS12,1.0,1.0
RET-0187,2022-05-06,Client-037,GI Pipes,0.19,Edge damage,VS19,0.21603122992379914,"[{""supplier_id"": ""VS19"", ""p"": 0.216}, {""supplier_id"": ""VS03"", ""p"": 0.1905}, {""supplier_id"": ""VS12"", ""p"": 0.1553}]",recorded,VS19,1.0,1.0
RET-0188,2023-09-30,Client-008,Fasteners & Fittings,2.95,Edge damage,,0.19342197170011205,"[{""supplier_id"": ""VS19"", ""p"": 0.1934}, {""supplier_id"": ""VS12"", ""p"": 0.1871}, {""supplier_id"": ""VS03"", ""p"": 0.1797}]",inferred,VS19,0.19342197170011205,
RET-0189,2021-03-07,Client-012,MS Flats,2.94,Surface rust,VS12,0.22257866767898585,"[{""supplier_id"": ""VS03"", ""p"": 0.2226}, {""supplier_id"": ""VS12"", ""p"": 0.167}, {""supplier_id"": ""VS19"", ""p"": 0.1132}]",recorded,VS12,1.0,0.0
RET-0190,2023-10-21,Client-044,SS Sheets,4.69,Weight short,,0.22038735990002703,"[{""supplier_id"": ""VS12"", ""p"": 0.2204}, {""supplier_id"": ""VS19"", ""p"": 0.1823}, {""supplier_id"": ""VS03"", ""p"": 0.175}]",inferred,VS12,0.22038735990002703,
RET-0191,2023-07-13,Client-065,ERW Pipes,2.33,Bend/warp,VS16,0.19925307219085606,"[{""supplier_id"": ""VS19"", ""p"": 0.1993}, {""supplier_id"": ""VS12"", ""p"": 0.1803}, {""supplier_id"": ""VS03"", ""p"": 0.169}]",recorded,VS16,1.0,0.0
RET-0192,2022-10-18,Client-040,HR Coils,3.75,Weight short,VS19,0.18858477726830475,"[{""supplier_id"": ""VS03"", ""p"": 0.1886}, {""supplier_id"": ""VS12"", ""p"": 0.167}, {""supplier_id"": ""VS19"", ""p"": 0.1643}]",recorded,VS19,1.0,0.0
RET-0193,2023-06-19,Client-079,MS Flats,0.9,Bend/warp,,0.22185993078365532,"[{""supplier_id"": ""VS12"", ""p"": 0.2219}, {""supplier_id"": ""VS19"", ""p"": 0.1978}, {""supplier_id"": ""VS03"", ""p"": 0.1293}]",inferred,VS12,0.22185993078365532,
RET-0194,2023-05-18,Client-027,HR Coils,0.92,Weight short,VS12,0.21446051016614037,"[{""supplier_id"": ""VS12"", ""p"": 0.2145}, {""supplier_id"": ""VS19"", ""p"": 0.1827}, {""supplier_id"": ""VS03"", ""p"": 0.1778}]",recorded,VS12,1.0,1.0
RET-0195,2023-10-29,Client-078,GI Pipes,0.49,Edge damage,VS19,0.21667866462627097,"[{""supplier_id"": ""VS12"", ""p"": 0.2167}, {""supplier_id"": ""VS19"", ""p"": 0.1973}, {""supplier_id"": ""VS03"", ""p"": 0.1628}]",recorded,VS19,1.0,0.0
RET-0196,2022-11-30,Client-013,GI Wire,4.63,Weight short,,0.20868873706722318,"[{""supplier_id"": ""VS12"", ""p"": 0.2087}, {""supplier_id"": ""VS03"", ""p"": 0.1829}, {""supplier_id"": ""VS19"", ""p"": 0.1392}]",inferred,VS12,0.20868873706722318,
RET-0197,2022-05-24,Client-050,SS Sheets,2.64,Wrong dimensions,,0.19499322466599972,"[{""supplier_id"": ""VS19"", ""p"": 0.195}, {""supplier_id"": ""VS12"", ""p"": 0.188}, {""supplier_id"": ""VS03"", ""p"": 0.1655}]",inferred,VS19,0.19499322466599972,
RET-0198,2023-12-05,Client-070,Fasteners & Fittings,0.52,Edge damage,VS19,0.20319706959213174,"[{""supplier_id"": ""VS12"", ""p"": 0.2032}, {""supplier_id"": ""VS19"", ""p"": 0.1852}, {""supplier_id"": ""VS03"", ""p"": 0.1775}]",recorded,VS19,1.0,0.0
RET-0199,2021-04-09,Client-074,Angles & Channels,0.61,Surface rust,,0.22589888620291465,"[{""supplier_id"": ""VS03"", ""p"": 0.2259}, {""supplier_id"": ""VS12"", ""p"": 0.1849}, {""supplier_id"": ""VS19"", ""p"": 0.1452}]",inferred,VS03,0.22589888620291465,
RET-0200,2022-08-02,Client-030,MS Sheets,2.26,Edge damage,VS28,0.2241107702388405,"[{""supplier_id"": ""VS12"", ""p"": 0.2241}, {""supplier_id"": ""VS03"", ""p"": 0.1666}, {""supplier_id"": ""VS19"", ""p"": 0.1411}]",recorded,VS28,1.0,0.0
RET-0201,2023-09-05,Client-027,HR Coils,4.85,Grade mismatch,VS05,0.2188789508423977,"[{""supplier_id"": ""VS12"", ""p"": 0.2189}, {""supplier_id"": ""VS19"", ""p"": 0.1931}, {""supplier_id"": ""VS03"", ""p"": 0.1734}]",recorded,VS05,1.0,0.0
RET-0202,2022-03-01,Client-061,SS Sheets,3.61,Bend/warp,VS12,0.19767890268747945,"[{""supplier_id"": ""VS12"", ""p"": 0.1977}, {""supplier_id"": ""VS03"", ""p"": 0.1855}, {""supplier_id"": ""VS19"", ""p"": 0.1775}]",recorded,VS12,1.0,1.0
RET-0203,2021-11-19,Client-036,GI Wire,2.36,Wrong dimensions,,0.20164641437421676,"[{""supplier_id"": ""VS12"", ""p"": 0.2016}, {""supplier_id"": ""VS03"", ""p"": 0.1865}, {""supplier_id"": ""VS19"", ""p"": 0.1833}]",inferred,VS12,0.20164641437421676,
RET-0204,2022-03-26,Client-029,CR Sheets,3.69,Weight short,,0.22261766709285333,"[{""supplier_id"": ""VS12"", ""p"": 0.2226}, {""supplier_id"": ""VS03"", ""p"": 0.1954}, {""supplier_id"": ""VS19"", ""p"": 0.141}]",inferred,VS12,0.22261766709285333,
RET-0205,2022-11-24,Client-039,Angles & Channels,2.32,Wrong dimensions,,0.21516910313510548,"[{""supplier_id"": ""VS12"", ""p"": 0.2152}, {""supplier_id"": ""VS19"", ""p"": 0.2029}, {""supplier_id"": ""VS03"", ""p"": 0.1712}]",inferred,VS12,0.21516910313510548,
RET-0206,2021-08-19,Client-075,MS Rods,0.96,Bend/warp,,0.19986981204515505,"[{""supplier_id"": ""VS03"", ""p"": 0.1999}, {""supplier_id"": ""VS19"", ""p"": 0.189}, {""supplier_id"": ""VS12"", ""p"": 0.171}]",inferred,VS03,0.19986981204515505,
RET-0207,2021-03-10,Client-077,MS Pipes,1.42,Grade mismatch,,0.21160515513140843,"[{""supplier_id"": ""VS03"", ""p"": 0.2116}, {""supplier_id"": ""VS12"", ""p"": 0.184}, {""supplier_id"": ""VS19"", ""p"": 0.1387}]",inferred,VS03,0.21160515513140843,
RET-0208,2021-10-13,Client-060,SS Sheets,2.58,Surface rust,VS24,0.20608720262026584,"[{""supplier_id"": ""VS03"", ""p"": 0.2061}, {""supplier_id"": ""VS12"", ""p"": 0.1841}, {""supplier_id"": ""VS19"", ""p"": 0.1707}]",recorded,VS24,1.0,0.0
RET-0209,2023-07-07,Client-033,MS Pipes,4.5,Grade mismatch,VS04,0.21011009852994547,"[{""supplier_id"": ""VS12"", ""p"": 0.2101}, {""supplier_id"": ""VS19"", ""p"": 0.1944}, {""supplier_id"": ""VS03"", ""p"": 0.1574}]",recorded,VS04,1.0,0.0
RET-0210,2021-04-18,Client-023,Square/Rect Tubes,2.82,Wrong dimensions,VS12,0.19733056344219052,"[{""supplier_id"": ""VS19"", ""p"": 0.1973}, {""supplier_id"": ""VS03"", ""p"": 0.1855}, {""supplier_id"": ""VS12"", ""p"": 0.1787}]",recorded,VS12,1.0,0.0
RET-0211,2023-09-15,Client-004,GI Sheets,4.64,Grade mismatch,VS12,0.20174233808615552,"[{""supplier_id"": ""VS19"", ""p"": 0.2017}, {""supplier_id"": ""VS12"", ""p"": 0.1745}, {""supplier_id"": ""VS03"", ""p"": 0.1698}]",recorded,VS12,1.0,0.0
RET-0212,2023-07-08,Client-024,GI Sheets,3.48,Grade mismatch,,0.19938132479902138,"[{""supplier_id"": ""VS12"", ""p"": 0.1994}, {""supplier_id"": ""VS19"", ""p"": 0.1868}, {""supplier_id"": ""VS03"", ""p"": 0.1505}]",inferred,VS12,0.19938132479902138,
RET-0213,2023-08-13,Client-066,Square/Rect Tubes,3.75,Surface rust,,0.20627413265906627,"[{""supplier_id"": ""VS12"", ""p"": 0.2063}, {""supplier_id"": ""VS19"", ""p"": 0.1871}, {""supplier_id"": ""VS03"", ""p"": 0.1813}]",inferred,VS12,0.20627413265906627,
RET-0214,2021-02-13,Client-067,HR Coils,3.96,Wrong dimensions,,0.1945380070736276,"[{""supplier_id"": ""VS03"", ""p"": 0.1945}, {""supplier_id"": ""VS12"", ""p"": 0.1633}, {""supplier_id"": ""VS19"", ""p"": 0.1018}]",inferred,VS03,0.1945380070736276,
RET-0215,2021-09-17,Client-052,SS Pipes,1.35,Wrong dimensions,VS12,0.22657553135330274,"[{""supplier_id"": ""VS19"", ""p"": 0.2266}, {""supplier_id"": ""VS03"", ""p"": 0.1564}, {""supplier_id"": ""VS12"", ""p"": 0.1544}]",recorded,VS12,1.0,0.0
RET-0216,2022-03-11,Client-071,Spring Steel,4.07,Wrong dimensions,VS27,0.20791758043052558,"[{""supplier_id"": ""VS19"", ""p"": 0.2079}, {""supplier_id"": ""VS12"", ""p"": 0.1862}, {""supplier_id"": ""VS03"", ""p"": 0.174}]",recorded,VS27,1.0,0.0
RET-0217,2023-09-30,Client-062,Square/Rect Tubes,4.07,Grade mismatch,,0.20320252770188169,"[{""supplier_id"": ""VS12"", ""p"": 0.2032}, {""supplier_id"": ""VS19"", ""p"": 0.19}, {""supplier_id"": ""VS03"", ""p"": 0.1796}]",inferred,VS12,0.20320252770188169,
RET-0218,2021-07-03,Client-074,Angles & Channels,1.01,Edge damage,VS03,0.20901591035473538,"[{""supplier_id"": ""VS03"", ""p"": 0.209}, {""supplier_id"": ""VS12"", ""p"": 0.1825}, {""supplier_id"": ""VS19"", ""p"": 0.1801}]",recorded,VS03,1.0,1.0
RET-0219,2022-06-25,Client-025,GI Pipes,2.05,Surface rust,VS06,0.222372820208295,"[{""supplier_id"": ""VS19"", ""p"": 0.2224}, {""supplier_id"": ""VS03"", ""p"": 0.188}, {""supplier_id"": ""VS12"", ""p"": 0.1517}]",recorded,VS06,1.0,0.0
RET-0220,2022-06-03,Client-060,HR Coils,3.82,Bend/warp,VS05,0.1937005388481469,"[{""supplier_id"": ""VS19"", ""p"": 0.1937}, {""supplier_id"": ""VS03"", ""p"": 0.1935}, {""supplier_id"": ""VS12"", ""p"": 0.1865}]",recorded,VS05,1.0,0.0
RET-0221,2021-12-13,Client-001,Hex Bars,2.41,Bend/warp,VS19,0.20443150699780985,"[{""supplier_id"": ""VS19"", ""p"": 0.2044}, {""supplier_id"": ""VS03"", ""p"": 0.196}, {""supplier_id"": ""VS12"", ""p"": 0.1857}]",recorded,VS19,1.0,1.0
RET-0222,2022-06-28,Client-043,Hex Bars,3.5,Wrong dimensions,VS01,0.20780215146642128,"[{""supplier_id"": ""VS12"", ""p"": 0.2078}, {""supplier_id"": ""VS19"", ""p"": 0.1901}, {""supplier_id"": ""VS03"", ""p"": 0.1838}]",recorded,VS01,1.0,0.0
RET-0223,2023-06-04,Client-067,Structural Steel,2.6,Wrong dimensions,VS12,0.2115818590700311,"[{""supplier_id"": ""VS12"", ""p"": 0.2116}, {""supplier_id"": ""VS19"", ""p"": 0.192}, {""supplier_id"": ""VS03"", ""p"": 0.164}]",recorded,VS12,1.0,1.0
RET-0224,2022-04-29,Client-072,Spring Steel,1.19,Surface rust,VS19,0.21394162533325492,"[{""supplier_id"": ""VS19"", ""p"": 0.2139}, {""supplier_id"": ""VS03"", ""p"": 0.1773}, {""supplier_id"": ""VS12"", ""p"": 0.1653}]",recorded,VS19,1.0,1.0
RET-0225,2021-12-14,Client-012,MS Sheets,1.44,Grade mismatch,,0.21470194295285885,"[{""supplier_id"": ""VS19"", ""p"": 0.2147}, {""supplier_id"": ""VS03"", ""p"": 0.184}, {""supplier_id"": ""VS12"", ""p"": 0.1615}]",inferred,VS19,0.21470194295285885,
RET-0226,2022-11-10,Client-075,HR Coils,2.63,Wrong dimensions,,0.18095549693843344,"[{""supplier_id"": ""VS03"", ""p"": 0.181}, {""supplier_id"": ""VS19"", ""p"": 0.18}, {""supplier_id"": ""VS12"", ""p"": 0.1521}]",inferred,VS03,0.18095549693843344,
RET-0227,2022-01-23,Client-038,GI Pipes,4.09,Bend/warp,,0.19937114908434253,"[{""supplier_id"": ""VS03"", ""p"": 0.1994}, {""supplier_id"": ""VS19"", ""p"": 0.1867}, {""supplier_id"": ""VS12"", ""p"": 0.1679}]",inferred,VS03,0.19937114908434253,
RET-0228,2021-07-25,Client-020,MS Flats,1.23,Surface rust,VS19,0.20194406241977572,"[{""supplier_id"": ""VS03"", ""p"": 0.2019}, {""supplier_id"": ""VS19"", ""p"": 0.1801}, {""supplier_id"": ""VS12"", ""p"": 0.1378}]",recorded,VS19,1.0,0.0
RET-0229,2023-04-07,Client-073,Structural Steel,1.47,Bend/warp,,0.2106271143745088,"[{""supplier_id"": ""VS12"", ""p"": 0.2106}, {""supplier_id"": ""VS19"", ""p"": 0.1937}, {""supplier_id"": ""VS03"", ""p"": 0.1762}]",inferred,VS12,0.2106271143745088,
RET-0230,2021-07-23,Client-019,CR Sheets,2.85,Surface rust,,0.2099903268096833,"[{""supplier_id"": ""VS19"", ""p"": 0.21}, {""supplier_id"": ""VS03"", ""p"": 0.201}, {""supplier_id"": ""VS12"", ""p"": 0.1729}]",inferred,VS19,0.2099903268096833,
RET-0231,2023-07-16,Client-004,ERW Pipes,4.94,Wrong dimensions,VS11,0.1994541126251154,"[{""supplier_id"": ""VS19"", ""p"": 0.1995}, {""supplier_id"": ""VS12"", ""p"": 0.1801}, {""supplier_id"": ""VS03"", ""p"": 0.169}]",recorded,VS11,1.0,0.0
RET-0232,2021-10-20,Client-064,SS Sheets,1.72,Wrong dimensions,,0.20849039726489613,"[{""supplier_id"": ""VS03"", ""p"": 0.2085}, {""supplier_id"": ""VS12"", ""p"": 0.1837}, {""supplier_id"": ""VS19"", ""p"": 0.1668}]",inferred,VS03,0.20849039726489613,
RET-0233,2023-08-07,Client-008,Spring Steel,2.45,Wrong dimensions,VS28,0.1851236912549548,"[{""supplier_id"": ""VS03"", ""p"": 0.1851}, {""supplier_id"": ""VS19"", ""p"": 0.1848}, {""supplier_id"": ""VS12"", ""p"": 0.171}]",recorded,VS28,1.0,0.0
RET-0234,2021-10-24,Client-003,Fasteners & Fittings,3.55,Wrong dimensions,VS12,0.21428224576862132,"[{""supplier_id"": ""VS03"", ""p"": 0.2143}, {""supplier_id"": ""VS12"", ""p"": 0.1969}, {""supplier_id"": ""VS19"", ""p"": 0.1751}]",recorded,VS12,1.0,0.0
RET-0235,2022-12-11,Client-071,SS Pipes,2.89,Grade mismatch,,0.22285173876483041,"[{""supplier_id"": ""VS12"", ""p"": 0.2229}, {""supplier_id"": ""VS19"", ""p"": 0.1908}, {""supplier_id"": ""VS03"", ""p"": 0.1585}]",inferred,VS12,0.22285173876483041,
RET-0236,2023-02-06,Client-052,Structural Steel,3.01,Weight short,VS19,0.21363923273692506,"[{""supplier_id"": ""VS12"", ""p"": 0.2136}, {""supplier_id"": ""VS19"", ""p"": 0.1987}, {""supplier_id"": ""VS03"", ""p"": 0.1619}]",recorded,VS19,1.0,0.0
RET-0237,2023-05-31,Client-031,MS Rods,2.43,Weight short,VS16,0.19762257399167044,"[{""supplier_id"": ""VS12"", ""p"": 0.1976}, {""supplier_id"": ""VS19"", ""p"": 0.1762}, {""supplier_id"": ""VS03"", ""p"": 0.1713}]",recorded,VS16,1.0,0.0
RET-0238,2021-07-25,Client-043,Hex Bars,2.46,Bend/warp,VS03,0.21234602425335336,"[{""supplier_id"": ""VS19"", ""p"": 0.2123}, {""supplier_id"": ""VS03"", ""p"": 0.2002}, {""supplier_id"": ""VS12"", ""p"": 0.1787}]",recorded,VS03,1.0,0.0
RET-0239,2023-02-11,Client-043,Square/Rect Tubes,2.57,Bend/warp,,0.21281931980702282,"[{""supplier_id"": ""VS12"", ""p"": 0.2128}, {""supplier_id"": ""VS19"", ""p"": 0.1908}, {""supplier_id"": ""VS03"", ""p"": 0.1741}]",inferred,VS12,0.21281931980702282,
RET-0240,2023-12-17,Client-069,GI Sheets,4.39,Wrong dimensions,,0.1997297668795455,"[{""supplier_id"": ""VS19"", ""p"": 0.1997}, {""supplier_id"": ""VS12"", ""p"": 0.1984}, {""supplier_id"": ""VS03"", ""p"": 0.1693}]",inferred,VS19,0.1997297668795455,
RET-0241,2023-03-14,Client-034,GI Pipes,1.69,Wrong dimensions,VS12,0.21272119886475604,"[{""supplier_id"": ""VS12"", ""p"": 0.2127}, {""supplier_id"": ""VS03"", ""p"": 0.172}, {""supplier_id"": ""VS19"", ""p"": 0.1643}]",recorded,VS12,1.0,1.0
RET-0242,2023-04-09,Client-015,Structural Steel,4.93,Grade mismatch,,0.2115799119867678,"[{""supplier_id"": ""VS12"", ""p"": 0.2116}, {""supplier_id"": ""VS19"", ""p"": 0.1933}, {""supplier_id"": ""VS03"", ""p"": 0.176}]",inferred,VS12,0.2115799119867678,
RET-0243,2022-12-13,Client-050,Spring Steel,3.82,Edge damage,,0.19089167308828336,"[{""supplier_id"": ""VS03"", ""p"": 0.1909}, {""supplier_id"": ""VS19"", ""p"": 0.1818}, {""supplier_id"": ""VS12"", ""p"": 0.1791}]",inferred,VS03,0.19089167308828336,
RET-0244,2022-05-25,Client-020,Fasteners & Fittings,2.99,Surface rust,,0.21251914805701155,"[{""supplier_id"": ""VS12"", ""p"": 0.2125}, {""supplier_id"": ""VS19"", ""p"": 0.1836}, {""supplier_id"": ""VS03"", ""p"": 0.179}]",inferred,VS12,0.21251914805701155,
RET-0245,2023-12-07,Client-032,MS Pipes,0.54,Wrong dimensions,VS12,0.21922838419659268,"[{""supplier_id"": ""VS12"", ""p"": 0.2192}, {""supplier_id"": ""VS19"", ""p"": 0.1837}, {""supplier_id"": ""VS03"", ""p"": 0.1557}]",recorded,VS12,1.0,1.0
RET-0246,2021-02-19,Client-040,Hex Bars,4.31,Surface rust,VS21,0.2070920653899419,"[{""supplier_id"": ""VS19"", ""p"": 0.2071}, {""supplier_id"": ""VS03"", ""p"": 0.1541}, {""supplier_id"": ""VS12"", ""p"": 0.154}]",recorded,VS21,1.0,0.0
RET-0247,2021-08-27,Client-063,Fasteners & Fittings,4.26,Edge damage,VS01,0.2018874911405239,"[{""supplier_id"": ""VS03"", ""p"": 0.2019}, {""supplier_id"": ""VS12"", ""p"": 0.1952}, {""supplier_id"": ""VS19"", ""p"": 0.1811}]",recorded,VS01,1.0,0.0
RET-0248,2022-03-30,Client-038,SS Pipes,0.26,Edge damage,VS19,0.19063636111920143,"[{""supplier_id"": ""VS19"", ""p"": 0.1906}, {""supplier_id"": ""VS03"", ""p"": 0.1688}, {""supplier_id"": ""VS12"", ""p"": 0.1684}]",recorded,VS19,1.0,1.0
RET-0249,2023-02-21,Client-008,SS Sheets,4.45,Bend/warp,VS03,0.21929693710061915,"[{""supplier_id"": ""VS12"", ""p"": 0.2193}, {""supplier_id"": ""VS19"", ""p"": 0.1789}, {""supplier_id"": ""VS03"", ""p"": 0.1768}]",recorded,VS03,1.0,0.0
RET-0250,2023-02-16,Client-066,Angles & Channels,1.95,Edge damage,,0.21292032544002537,"[{""supplier_id"": ""VS12"", ""p"": 0.2129}, {""supplier_id"": ""VS19"", ""p"": 0.1987}, {""supplier_id"": ""VS03"", ""p"": 0.1665}]",inferred,VS12,0.21292032544002537,
RET-0251,2021-06-25,Client-000,MS Pipes,3.94,Bend/warp,,0.1940872816695786,"[{""supplier_id"": ""VS19"", ""p"": 0.1941}, {""supplier_id"": ""VS12"", ""p"": 0.1852}, {""supplier_id"": ""VS03"", ""p"": 0.1846}]",inferred,VS19,0.1940872816695786,
RET-0252,2022-12-22,Client-036,MS Flats,0.67,Grade mismatch,VS19,0.18667171204467092,"[{""supplier_id"": ""VS12"", ""p"": 0.1867}, {""supplier_id"": ""VS19"", ""p"": 0.1845}, {""supplier_id"": ""VS03"", ""p"": 0.1687}]",recorded,VS19,1.0,0.0
RET-0253,2021-03-30,Client-052,GI Wire,4.41,Edge damage,VS08,0.19828728902867754,"[{""supplier_id"": ""VS19"", ""p"": 0.1983}, {""supplier_id"": ""VS12"", ""p"": 0.1796}, {""supplier_id"": ""VS03"", ""p"": 0.173}]",recorded,VS08,1.0,0.0
RET-0254,2023-01-03,Client-048,GI Sheets,2.09,Edge damage,,0.20499590965597678,"[{""supplier_id"": ""VS19"", ""p"": 0.205}, {""supplier_id"": ""VS12"", ""p"": 0.2034}, {""supplier_id"": ""VS03"", ""p"": 0.1607}]",inferred,VS19,0.20499590965597678,
RET-0255,2022-09-20,Client-075,Angles & Channels,0.55,Surface rust,,0.20661962001226816,"[{""supplier_id"": ""VS19"", ""p"": 0.2066}, {""supplier_id"": ""VS12"", ""p"": 0.189}, {""supplier_id"": ""VS03"", ""p"": 0.1791}]",inferred,VS19,0.20661962001226816,
RET-0256,2022-05-17,Client-042,MS Rods,2.35,Weight short,,0.2190959661650752,"[{""supplier_id"": ""VS19"", ""p"": 0.2191}, {""supplier_id"": ""VS12"", ""p"": 0.1745}, {""supplier_id"": ""VS03"", ""p"": 0.1699}]",inferred,VS19,0.2190959661650752,
RET-0257,2021-03-06,Client-023,MS Rods,2.15,Weight short,,0.1839695586382449,"[{""supplier_id"": ""VS19"", ""p"": 0.184}, {""supplier_id"": ""VS12"", ""p"": 0.1826}, {""supplier_id"": ""VS03"", ""p"": 0.1757}]",inferred,VS19,0.1839695586382449,
RET-0258,2021-12-19,Client-075,SS Sheets,2.06,Edge damage,,0.2021444579440964,"[{""supplier_id"": ""VS12"", ""p"": 0.2021}, {""supplier_id"": ""VS19"", ""p"": 0.1924}, {""supplier_id"": ""VS03"", ""p"": 0.1894}]",inferred,VS12,0.2021444579440964,
RET-0259,2021-09-24,Client-066,Hex Bars,2.82,Weight short,,0.20243747945805024,"[{""supplier_id"": ""VS19"", ""p"": 0.2024}, {""supplier_id"": ""VS03"", ""p"": 0.1967}, {""supplier_id"": ""VS12"", ""p"": 0.1936}]",inferred,VS19,0.20243747945805024,
RET-0260,2021-03-12,Client-039,GI Sheets,2.68,Weight short,,0.19875277784125278,"[{""supplier_id"": ""VS03"", ""p"": 0.1988}, {""supplier_id"": ""VS19"", ""p"": 0.1922}, {""supplier_id"": ""VS12"", ""p"": 0.1779}]",inferred,VS03,0.19875277784125278,
RET-0261,2021-11-09,Client-030,MS Rods,4.35,Grade mismatch,,0.20552461012154388,"[{""supplier_id"": ""VS19"", ""p"": 0.2055}, {""supplier_id"": ""VS12"", ""p"": 0.1984}, {""supplier_id"": ""VS03"", ""p"": 0.1692}]",inferred,VS19,0.20552461012154388,
RET-0262,2022-01-03,Client-002,MS Sheets,3.04,Edge damage,,0.20789841105072135,"[{""supplier_id"": ""VS03"", ""p"": 0.2079}, {""supplier_id"": ""VS19"", ""p"": 0.19}, {""supplier_id"": ""VS12"", ""p"": 0.1648}]",inferred,VS03,0.20789841105072135,
RET-0263,2022-04-17,Client-025,SS Pipes,1.45,Edge damage,,0.21469451495042044,"[{""supplier_id"": ""VS19"", ""p"": 0.2147}, {""supplier_id"": ""VS12"", ""p"": 0.1589}, {""supplier_id"": ""VS03"", ""p"": 0.1588}]",inferred,VS19,0.21469451495042044,
RET-0264,2023-07-20,Client-023,MS Pipes,1.78,Bend/warp,VS31,0.20833474495878646,"[{""supplier_id"": ""VS12"", ""p"": 0.2083}, {""supplier_id"": ""VS19"", ""p"": 0.1968}, {""supplier_id"": ""VS03"", ""p"": 0.1541}]",recorded,VS31,1.0,0.0
RET-0265,2023-10-21,Client-048,Square/Rect Tubes,3.24,Bend/warp,,0.199524104816307,"[{""supplier_id"": ""VS12"", ""p"": 0.1995}, {""supplier_id"": ""VS19"", ""p"": 0.1881}, {""supplier_id"": ""VS03"", ""p"": 0.1787}]",inferred,VS12,0.199524104816307,
RET-0266,2022-03-12,Client-013,Fasteners & Fittings,4.83,Surface rust,,0.2114815393276386,"[{""supplier_id"": ""VS12"", ""p"": 0.2115}, {""supplier_id"": ""VS19"", ""p"": 0.1843}, {""supplier_id"": ""VS03"", ""p"": 0.183}]",inferred,VS12,0.2114815393276386,
RET-0267,2022-05-29,Client-048,MS Rods,4.98,Grade mismatch,VS12,0.22157537398317742,"[{""supplier_id"": ""VS19"", ""p"": 0.2216}, {""supplier_id"": ""VS03"", ""p"": 0.1696}, {""supplier_id"": ""VS12"", ""p"": 0.1665}]",recorded,VS12,1.0,0.0
RET-0268,2022-03-20,Client-034,Square/Rect Tubes,4.36,Bend/warp,VS09,0.19550742090542872,"[{""supplier_id"": ""VS12"", ""p"": 0.1955}, {""supplier_id"": ""VS19"", ""p"": 0.193}, {""supplier_id"": ""VS03"", ""p"": 0.1717}]",recorded,VS09,1.0,0.0
RET-0269,2023-09-16,Client-040,SS Pipes,1.71,Bend/warp,VS31,0.21840610887576908,"[{""supplier_id"": ""VS12"", ""p"": 0.2184}, {""supplier_id"": ""VS19"", ""p"": 0.1941}, {""supplier_id"": ""VS03"", ""p"": 0.1593}]",recorded,VS31,1.0,0.0
RET-0270,2021-09-30,Client-039,Square/Rect Tubes,1.74,Edge damage,,0.2025034685465228,"[{""supplier_id"": ""VS12"", ""p"": 0.2025}, {""supplier_id"": ""VS03"", ""p"": 0.2001}, {""supplier_id"": ""VS19"", ""p"": 0.1804}]",inferred,VS12,0.2025034685465228,
RET-0271,2021-12-31,Client-038,Spring Steel,1.1,Edge damage,VS18,0.20044246047969322,"[{""supplier_id"": ""VS12"", ""p"": 0.2004}, {""supplier_id"": ""VS19"", ""p"": 0.1959}, {""supplier_id"": ""VS03"", ""p"": 0.1894}]",recorded,VS18,1.0,0.0
RET-0272,2023-03-14,Client-015,Fasteners & Fittings,1.25,Bend/warp,VS12,0.20229127953841378,"[{""supplier_id"": ""VS19"", ""p"": 0.2023}, {""supplier_id"": ""VS12"", ""p"": 0.1835}, {""supplier_id"": ""VS03"", ""p"": 0.1747}]",recorded,VS12,1.0,0.0
RET-0273,2022-08-06,Client-077,Spring Steel,4.95,Bend/warp,VS33,0.20078673618962434,"[{""supplier_id"": ""VS19"", ""p"": 0.2008}, {""supplier_id"": ""VS03"", ""p"": 0.1923}, {""supplier_id"": ""VS12"", ""p"": 0.1661}]",recorded,VS33,1.0,0.0
RET-0274,2021-02-16,Client-054,Hex Bars,1.24,Surface rust,VS34,0.20325523829045608,"[{""supplier_id"": ""VS19"", ""p"": 0.2033}, {""supplier_id"": ""VS03"", ""p"": 0.1554}, {""supplier_id"": ""VS12"", ""p"": 0.1553}]",recorded,VS34,1.0,0.0
