po_id,po_date,supplier_id,material_id,quantity_ordered,unit,unit_price_quoted,delivery_promised_date,payment_terms_days
PO-2022-2062,2023-01-13,VS19,SS Sheets,47.29,MT,59147.59,2023-01-26,30
PO-2022-2063,2022-09-17,VS31,Fasteners & Fittings,33.99,MT,56583.1,2022-10-02,45
PO-2022-2064,2021-09-21,VS10,SS Sheets,43.1,MT,64297.93,2021-09-27,30
PO-2022-2065,2021-02-27,VS14,SS Sheets,8.27,MT,45905.0,2021-03-07,30
PO-2022-2066,2023-11-08,VS34,MS Rods,24.37,MT,112500.3,2023-11-16,21
PO-2022-2067,2021-11-16,VS33,MS Flats,26.64,MT,73348.41,2021-11-26,45
PO-2022-2068,2021-12-13,VS34,Structural Steel,9.59,MT,112285.02,2021-12-16,21
PO-2022-2069,2021-05-13,VS22,HR Coils,16.16,MT,61823.25,2021-05-20,21
PO-2022-2070,2021-09-02,VS13,Angles & Channels,25.44,MT,87705.6,2021-09-15,30
PO-2022-2071,2021-01-25,VS34,HR Coils,37.33,MT,72267.02,2021-01-28,21
PO-2022-2072,2023-03-28,VS07,MS Flats,25.86,MT,65360.52,2023-04-08,15
PO-2022-2073,2021-06-12,VS04,Fasteners & Fittings,28.77,MT,63597.9,2021-06-19,21
PO-2022-2074,2022-01-10,VS16,HR Coils,34.79,MT,79204.95,2022-01-13,15
PO-2022-2075,2022-06-29,VS18,SS Pipes,37.41,MT,100000.29,2022-07-03,30
PO-2022-2076,2021-09-29,VS34,SS Sheets,3.98,MT,62068.97,2021-10-11,21
PO-2022-2077,2023-09-05,VS30,ERW Pipes,27.31,MT,103605.94,2023-09-13,45
PO-2022-2078,2021-05-30,VS13,Structural Steel,6.7,MT,51253.97,2021-06-05,30
PO-2022-2079,2021-07-24,VS14,Structural Steel,15.7,MT,45720.19,2021-08-02,30
PO-2022-2080,2021-08-17,VS29,GI Sheets,29.86,MT,92619.94,2021-09-01,30
PO-2022-2081,2023-07-24,VS01,CR Sheets,37.97,MT,90101.56,2023-08-03,15
PO-2022-2082,2021-12-28,VS22,Hex Bars,24.68,MT,66281.68,2022-01-10,21
PO-2022-2083,2022-09-06,VS17,Spring Steel,13.2,MT,65646.63,2022-09-17,45
PO-2022-2084,2023-10-28,VS20,Fasteners & Fittings,6.46,MT,101745.92,2023-11-02,21
PO-2022-2085,2023-09-26,VS01,MS Flats,44.77,MT,83216.09,2023-10-06,15
PO-2022-2086,2021-12-01,VS12,SS Pipes,38.26,MT,99292.14,2021-12-05,15
PO-2022-2087,2023-06-27,VS22,Spring Steel,41.31,MT,59519.66,2023-07-01,21
PO-2022-2088,2022-04-20,VS14,SS Sheets,25.59,MT,69001.19,2022-05-01,30
PO-2022-2089,2023-08-25,VS07,SS Sheets,46.45,MT,60771.89,2023-09-07,15
PO-2022-2090,2021-11-13,VS21,MS Sheets,10.4,MT,74718.0,2021-11-18,15
PO-2022-2091,2021-11-20,VS11,MS Flats,47.88,MT,118586.58,2021-12-03,30
PO-2022-2092,2023-05-04,VS18,HR Coils,46.71,MT,80398.63,2023-05-11,30
PO-2022-2093,2023-01-30,VS10,SS Sheets,17.35,MT,71545.02,2023-02-13,30
PO-2022-2094,2022-10-08,VS29,SS Sheets,21.84,MT,74515.67,2022-10-17,30
PO-2022-2095,2021-01-12,VS26,GI Pipes,48.47,MT,71520.9,2021-01-27,21
PO-2022-2096,2021-10-14,VS30,CR Sheets,1.95,MT,97825.42,2021-10-20,45
PO-2022-2097,2022-06-09,VS19,Angles & Channels,2.16,MT,80144.87,2022-06-18,30
PO-2022-2098,2022-10-30,VS13,GI Sheets,31.26,MT,78007.74,2022-11-06,30
PO-2022-2099,2021-08-07,VS05,HR Coils,8.86,MT,99213.69,2021-08-21,15
PO-2022-2100,2023-08-21,VS03,MS Rods,34.7,MT,117693.21,2023-08-31,21
PO-2022-2101,2022-05-27,VS18,MS Rods,3.91,MT,49208.59,2022-06-04,30
PO-2022-2102,2022-07-20,VS24,Fasteners & Fittings,46.26,MT,53327.31,2022-07-25,45
PO-2022-2103,2021-06-01,VS21,GI Wire,41.39,MT,110546.3,2021-06-13,15
PO-2022-2104,2022-09-05,VS13,Spring Steel,5.31,MT,63392.0,2022-09-17,30
PO-2022-2105,2022-06-18,VS34,SS Sheets,34.79,MT,55535.07,2022-07-03,21
PO-2022-2106,2021-05-20,VS21,Angles & Channels,45.35,MT,78438.03,2021-05-26,15
PO-2022-2107,2022-01-13,VS21,Fasteners & Fittings,12.16,MT,72165.28,2022-01-19,15
PO-2022-2108,2022-06-15,VS17,MS Pipes,7.87,MT,93168.02,2022-06-24,45
PO-2022-2109,2023-03-23,VS32,GI Pipes,41.75,MT,49521.48,2023-04-03,45
PO-2022-2110,2023-02-04,VS02,GI Wire,49.79,MT,116984.12,2023-02-19,21
PO-2022-2111,2022-11-01,VS32,SS Sheets,29.17,MT,92578.04,2022-11-15,45
PO-2022-2112,2021-06-04,VS06,Spring Steel,39.25,MT,84882.18,2021-06-19,30
PO-2022-2113,2023-11-18,VS06,Fasteners & Fittings,30.89,MT,119471.23,2023-12-03,30
PO-2022-2114,2021-05-30,VS28,CR Sheets,23.82,MT,111701.68,2021-06-13,15
PO-2022-2115,2021-11-08,VS22,SS Pipes,9.9,MT,88141.78,2021-11-18,21
PO-2022-2116,2023-12-17,VS28,MS Pipes,20.67,MT,67036.03,2023-12-29,15
PO-2022-2117,2023-03-10,VS02,MS Pipes,12.04,MT,77036.22,2023-03-17,21
PO-2022-2118,2022-04-02,VS21,Spring Steel,23.43,MT,94905.14,2022-04-17,15
PO-2022-2119,2022-12-28,VS10,GI Sheets,38.88,MT,60460.81,2023-01-02,30
PO-2022-2120,2021-07-26,VS02,Spring Steel,30.49,MT,108352.37,2021-08-10,21
PO-2022-2121,2021-09-18,VS23,SS Pipes,17.05,MT,68650.22,2021-09-24,45
PO-2022-2122,2022-03-04,VS13,SS Sheets,9.0,MT,119325.27,2022-03-10,30
PO-2022-2123,2022-03-21,VS23,MS Pipes,7.73,MT,112415.97,2022-03-31,45
PO-2022-2124,2021-09-10,VS25,MS Pipes,22.75,MT,100795.68,2021-09-24,30
PO-2022-2125,2022-03-04,VS25,GI Pipes,22.89,MT,74938.37,2022-03-10,30
PO-2022-2126,2023-02-19,VS08,SS Pipes,48.49,MT,83002.75,2023-03-03,21
PO-2022-2127,2023-11-24,VS08,MS Sheets,38.07,MT,54026.87,2023-12-04,21
PO-2022-2128,2023-01-04,VS21,GI Wire,10.36,MT,118886.41,2023-01-19,15
PO-2022-2129,2023-11-05,VS24,Structural Steel,13.51,MT,53399.43,2023-11-15,45
PO-2022-2130,2021-02-03,VS01,MS Rods,40.37,MT,75023.13,2021-02-07,15
PO-2022-2131,2022-12-28,VS24,SS Sheets,41.99,MT,77561.17,2023-01-10,45
PO-2022-2132,2022-09-08,VS15,SS Pipes,32.87,MT,105762.71,2022-09-18,45
PO-2022-2133,2021-02-02,VS18,MS Flats,3.22,MT,108556.11,2021-02-07,30
PO-2022-2134,2021-01-19,VS09,Hex Bars,8.63,MT,97130.27,2021-02-03,30
PO-2022-2135,2021-03-21,VS04,GI Sheets,43.45,MT,94571.41,2021-03-29,21
PO-2022-2136,2023-04-30,VS11,GI Wire,9.45,MT,115221.87,2023-05-05,30
PO-2022-2137,2022-01-07,VS24,ERW Pipes,39.54,MT,47248.51,2022-01-13,45
PO-2022-2138,2022-09-19,VS26,Angles & Channels,45.54,MT,64888.6,2022-09-27,21
PO-2022-2139,2021-02-28,VS02,MS Flats,2.4,MT,80287.67,2021-03-14,21
PO-2022-2140,2021-10-23,VS27,GI Pipes,27.43,MT,102187.67,2021-11-06,21
PO-2022-2141,2023-12-12,VS11,MS Sheets,5.91,MT,71149.98,2023-12-18,30
PO-2022-2142,2021-07-08,VS27,SS Pipes,6.51,MT,80676.7,2021-07-17,21
PO-2022-2143,2023-06-21,VS09,MS Pipes,16.26,MT,80211.52,2023-06-28,30
PO-2022-2144,2021-09-20,VS21,Spring Steel,18.91,MT,91020.72,2021-10-04,15
PO-2022-2145,2021-07-17,VS31,Structural Steel,37.69,MT,108897.64,2021-07-23,45
PO-2022-2146,2021-09-15,VS15,Hex Bars,7.36,MT,115671.68,2021-09-21,45
PO-2022-2147,2021-06-18,VS07,MS Rods,14.83,MT,91126.09,2021-06-24,15
PO-2022-2148,2022-04-09,VS17,MS Sheets,36.77,MT,67583.11,2022-04-23,45
PO-2022-2149,2023-08-05,VS34,Hex Bars,29.28,MT,111268.71,2023-08-20,21
PO-2022-2150,2021-09-27,VS21,GI Wire,19.36,MT,55891.57,2021-10-11,15
PO-2022-2151,2021-03-12,VS25,GI Pipes,39.92,MT,118464.8,2021-03-15,30
PO-2022-2152,2021-10-20,VS03,HR Coils,8.93,MT,71957.53,2021-11-01,21
PO-2022-2153,2023-09-12,VS31,Angles & Channels,10.2,MT,110214.44,2023-09-24,45
PO-2022-2154,2023-04-11,VS29,GI Sheets,23.21,MT,64710.35,2023-04-21,30
PO-2022-2155,2021-08-30,VS18,Hex Bars,46.27,MT,70294.09,2021-09-04,30
PO-2022-2156,2022-06-07,VS22,Structural Steel,38.83,MT,79223.7,2022-06-11,21
PO-2022-2157,2022-12-03,VS34,CR Sheets,4.09,MT,72406.67,2022-12-16,21
PO-2022-2158,2021-02-22,VS09,ERW Pipes,12.13,MT,79307.51,2021-02-26,30
PO-2022-2159,2021-09-04,VS19,Square/Rect Tubes,43.79,MT,70748.37,2021-09-13,30
PO-2022-2160,2021-06-19,VS33,MS Sheets,20.48,MT,115593.73,2021-06-30,45
PO-2022-2161,2022-02-04,VS10,HR Coils,39.02,MT,59900.78,2022-02-18,30
PO-2022-2162,2022-12-26,VS34,Square/Rect Tubes,28.58,MT,84792.12,2022-12-29,21
PO-2022-2163,2023-12-28,VS24,Spring Steel,12.29,MT,116037.26,2024-01-08,45
PO-2022-2164,2021-12-08,VS24,MS Sheets,5.91,MT,57422.66,2021-12-21,45
PO-2022-2165,2022-04-09,VS10,Spring Steel,47.17,MT,90724.92,2022-04-15,30
PO-2022-2166,2022-07-25,VS04,MS Rods,15.53,MT,112571.75,2022-08-03,21
PO-2022-2167,2023-09-03,VS30,MS Flats,7.67,MT,115360.75,2023-09-06,45
PO-2022-2168,2021-06-03,VS17,Spring Steel,33.74,MT,60656.61,2021-06-17,45
PO-2022-2169,2021-05-17,VS04,GI Wire,7.87,MT,81069.91,2021-05-22,21
PO-2022-2170,2022-05-12,VS26,MS Sheets,32.66,MT,74324.97,2022-05-18,21
PO-2022-2171,2022-05-25,VS23,SS Pipes,12.09,MT,116178.76,2022-05-30,45
PO-2022-2172,2023-04-03,VS08,Square/Rect Tubes,11.09,MT,55680.63,2023-04-10,21
PO-2022-2173,2022-11-02,VS01,ERW Pipes,26.51,MT,84318.07,2022-11-17,15
PO-2022-2174,2023-08-23,VS15,Fasteners & Fittings,15.64,MT,54364.84,2023-09-06,45
PO-2022-2175,2023-07-20,VS10,SS Pipes,44.13,MT,101568.77,2023-08-03,30
PO-2022-2176,2022-12-01,VS18,GI Pipes,19.69,MT,111833.76,2022-12-05,30
PO-2022-2177,2023-08-14,VS28,MS Sheets,43.94,MT,96857.77,2023-08-29,15
PO-2022-2178,2023-09-25,VS19,HR Coils,26.62,MT,53708.69,2023-10-09,30
PO-2022-2179,2023-01-13,VS16,Structural Steel,42.0,MT,117243.33,2023-01-22,15
PO-2022-2180,2021-04-27,VS07,CR Sheets,42.27,MT,99933.2,2021-05-04,15
PO-2022-2181,2023-11-07,VS22,GI Wire,33.68,MT,63843.68,2023-11-15,21
PO-2022-2182,2021-06-20,VS01,ERW Pipes,35.94,MT,81416.16,2021-07-02,15
PO-2022-2183,2023-10-11,VS15,GI Wire,33.62,MT,52797.41,2023-10-26,45
PO-2022-2184,2023-09-27,VS25,Hex Bars,43.65,MT,95066.78,2023-09-30,30
PO-2022-2185,2021-08-09,VS07,ERW Pipes,6.76,MT,102302.3,2021-08-17,15
PO-2022-2186,2023-05-14,VS26,GI Pipes,18.02,MT,104110.23,2023-05-24,21
PO-2022-2187,2023-12-07,VS03,MS Rods,40.84,MT,95793.23,2023-12-22,21
PO-2022-2188,2023-06-04,VS02,GI Sheets,28.78,MT,46810.83,2023-06-12,21
PO-2022-2189,2021-07-22,VS19,GI Wire,40.29,MT,103666.47,2021-07-29,30
PO-2022-2190,2023-01-05,VS23,Angles & Channels,48.71,MT,63652.58,2023-01-15,45
PO-2022-2191,2021-04-08,VS21,Fasteners & Fittings,35.26,MT,92610.55,2021-04-23,15
PO-2022-2192,2021-11-25,VS14,Spring Steel,38.77,MT,86045.83,2021-12-03,30
PO-2022-2193,2023-04-02,VS23,MS Sheets,42.39,MT,109248.48,2023-04-10,45
PO-2022-2194,2022-12-22,VS15,MS Flats,41.61,MT,52597.36,2023-01-05,45
PO-2022-2195,2021-07-05,VS26,MS Flats,31.47,MT,92960.63,2021-07-20,21
PO-2022-2196,2023-02-23,VS13,CR Sheets,42.94,MT,81408.05,2023-03-03,30
PO-2022-2197,2023-06-16,VS24,MS Sheets,48.01,MT,69206.98,2023-06-20,45
PO-2022-2198,2022-01-24,VS20,Hex Bars,35.31,MT,87036.4,2022-02-08,21
PO-2022-2199,2021-12-31,VS26,SS Pipes,10.73,MT,51790.67,2022-01-12,21
PO-2022-2200,2023-04-09,VS17,Square/Rect Tubes,36.08,MT,84962.08,2023-04-18,45
PO-2022-2201,2021-09-30,VS25,ERW Pipes,42.41,MT,100221.18,2021-10-15,30
PO-2022-2202,2022-08-25,VS06,MS Flats,49.97,MT,78190.2,2022-08-28,30
PO-2022-2203,2022-05-19,VS10,CR Sheets,2.29,MT,61835.15,2022-06-02,30
PO-2022-2204,2022-03-25,VS16,HR Coils,22.58,MT,105864.4,2022-03-30,15
PO-2022-2205,2021-01-26,VS19,HR Coils,48.26,MT,113687.44,2021-02-05,30
PO-2022-2206,2023-06-18,VS27,Spring Steel,28.01,MT,87606.43,2023-06-27,21
PO-2022-2207,2022-01-17,VS34,MS Rods,31.74,MT,111645.31,2022-01-26,21
PO-2022-2208,2022-06-20,VS24,CR Sheets,22.13,MT,72338.59,2022-06-26,45
PO-2022-2209,2022-10-18,VS23,SS Pipes,47.95,MT,55086.96,2022-11-01,45
PO-2022-2210,2022-05-21,VS09,ERW Pipes,49.07,MT,103816.4,2022-06-01,30
PO-2022-2211,2023-09-02,VS21,ERW Pipes,40.56,MT,90306.87,2023-09-16,15
PO-2022-2212,2022-12-15,VS15,Fasteners & Fittings,14.19,MT,107746.01,2022-12-25,45
PO-2022-2213,2023-06-16,VS32,GI Wire,4.17,MT,119684.14,2023-06-19,45
PO-2022-2214,2023-07-08,VS04,Angles & Channels,24.35,MT,97973.18,2023-07-12,21
PO-2022-2215,2022-12-27,VS05,CR Sheets,28.92,MT,116051.33,2023-01-10,15
PO-2022-2216,2021-02-26,VS32,GI Wire,35.51,MT,115706.11,2021-03-07,45
PO-2022-2217,2022-03-17,VS29,SS Sheets,27.38,MT,95600.07,2022-03-25,30
PO-2022-2218,2022-04-22,VS33,GI Wire,8.07,MT,85470.95,2022-05-05,45
PO-2022-2219,2022-10-07,VS01,GI Pipes,35.89,MT,71876.21,2022-10-11,15
PO-2022-2220,2021-05-26,VS05,Hex Bars,21.27,MT,57090.54,2021-06-01,15
PO-2022-2221,2022-05-25,VS12,MS Sheets,2.44,MT,119248.44,2022-06-08,15
PO-2022-2222,2021-09-02,VS22,SS Pipes,5.61,MT,75266.65,2021-09-16,21
PO-2022-2223,2023-03-05,VS27,MS Rods,35.12,MT,55388.21,2023-03-13,21
PO-2022-2224,2022-01-10,VS07,SS Sheets,18.4,MT,98044.72,2022-01-17,15
PO-2022-2225,2023-10-21,VS06,MS Sheets,13.76,MT,60045.55,2023-10-29,30
PO-2022-2226,2021-06-17,VS22,Fasteners & Fittings,37.84,MT,84290.05,2021-06-20,21
PO-2022-2227,2021-05-05,VS04,Angles & Channels,5.68,MT,45129.67,2021-05-16,21
PO-2022-2228,2021-01-26,VS01,MS Flats,19.85,MT,47074.02,2021-02-07,15
PO-2022-2229,2023-02-07,VS05,MS Sheets,10.24,MT,91565.43,2023-02-12,15
PO-2022-2230,2022-03-24,VS23,ERW Pipes,43.73,MT,113446.1,2022-04-05,45
PO-2022-2231,2023-02-06,VS12,Fasteners & Fittings,35.61,MT,115414.41,2023-02-11,15
PO-2022-2232,2023-11-06,VS10,Fasteners & Fittings,2.49,MT,47908.07,2023-11-17,30
PO-2022-2233,2021-09-04,VS20,SS Sheets,6.28,MT,96227.4,2021-09-16,21
PO-2022-2234,2023-11-28,VS11,ERW Pipes,25.38,MT,90262.75,2023-12-10,30
PO-2022-2235,2022-11-22,VS30,Spring Steel,41.76,MT,103804.7,2022-11-26,45
PO-2022-2236,2021-05-15,VS22,HR Coils,18.92,MT,62958.85,2021-05-25,21
PO-2022-2237,2022-01-21,VS26,GI Pipes,18.56,MT,113745.79,2022-01-31,21
PO-2022-2238,2021-07-22,VS34,SS Pipes,33.51,MT,69041.48,2021-08-02,21
PO-2022-2239,2023-12-26,VS34,MS Rods,38.09,MT,93239.89,2024-01-02,21
PO-2022-2240,2022-10-19,VS09,Fasteners & Fittings,38.41,MT,66971.94,2022-11-01,30
PO-2022-2241,2023-05-24,VS26,GI Wire,19.48,MT,81784.9,2023-06-03,21
PO-2022-2242,2021-08-02,VS21,Spring Steel,24.72,MT,74160.65,2021-08-12,15
PO-2022-2243,2022-08-12,VS04,Hex Bars,41.73,MT,59105.92,2022-08-16,21
PO-2022-2244,2022-09-21,VS12,MS Flats,37.22,MT,88474.79,2022-09-24,15
PO-2022-2245,2022-09-13,VS25,GI Sheets,18.24,MT,85332.28,2022-09-26,30
PO-2022-2246,2023-06-08,VS33,Hex Bars,42.61,MT,83155.92,2023-06-21,45
PO-2022-2247,2021-04-02,VS14,ERW Pipes,23.4,MT,58927.9,2021-04-08,30
PO-2022-2248,2022-10-18,VS05,GI Sheets,25.27,MT,87835.9,2022-10-30,15
PO-2022-2249,2021-02-01,VS03,MS Rods,11.1,MT,100572.38,2021-02-08,21
PO-2022-2250,2021-01-10,VS16,MS Flats,49.24,MT,119031.41,2021-01-16,15
PO-2022-2251,2023-02-01,VS26,GI Pipes,8.64,MT,89906.37,2023-02-13,21
PO-2022-2252,2022-06-13,VS28,SS Sheets,11.04,MT,110901.08,2022-06-27,15
PO-2022-2253,2022-07-13,VS27,MS Pipes,21.38,MT,76022.99,2022-07-20,21
PO-2022-2254,2022-01-24,VS32,CR Sheets,30.41,MT,91990.28,2022-02-02,45
PO-2022-2255,2021-03-27,VS29,Square/Rect Tubes,33.49,MT,61723.09,2021-04-09,30
PO-2022-2256,2021-08-23,VS08,MS Sheets,45.21,MT,81640.26,2021-08-28,21
PO-2022-2257,2022-11-02,VS11,CR Sheets,47.81,MT,98626.75,2022-11-16,30
PO-2022-2258,2023-03-27,VS19,Spring Steel,15.04,MT,113529.63,2023-04-03,30
PO-2022-2259,2021-08-11,VS08,MS Rods,41.32,MT,111301.99,2021-08-15,21
PO-2022-2260,2023-10-17,VS13,Square/Rect Tubes,26.39,MT,47677.14,2023-10-27,30
PO-2022-2261,2021-08-12,VS08,HR Coils,2.86,MT,74104.79,2021-08-16,21
PO-2022-2262,2021-05-19,VS16,GI Wire,31.15,MT,77858.14,2021-05-24,15
PO-2022-2263,2023-06-25,VS03,Hex Bars,38.57,MT,61539.62,2023-07-01,21
PO-2022-2264,2022-10-14,VS03,MS Pipes,47.48,MT,73425.1,2022-10-21,21
PO-2022-2265,2021-12-26,VS23,Fasteners & Fittings,10.83,MT,93310.14,2022-01-04,45
PO-2022-2266,2023-02-18,VS10,SS Sheets,25.77,MT,61892.67,2023-03-03,30
PO-2022-2267,2022-02-03,VS22,Fasteners & Fittings,2.24,MT,78039.79,2022-02-09,21
PO-2022-2268,2023-12-19,VS19,Spring Steel,8.89,MT,89475.62,2023-12-27,30
PO-2022-2269,2021-04-27,VS08,SS Pipes,21.09,MT,85070.53,2021-05-09,21
PO-2022-2270,2021-12-14,VS21,Angles & Channels,2.88,MT,112613.97,2021-12-27,15
PO-2022-2271,2022-04-24,VS01,MS Rods,1.17,MT,49381.32,2022-05-03,15
PO-2022-2272,2021-09-03,VS15,GI Pipes,28.62,MT,50544.3,2021-09-16,45
PO-2022-2273,2023-09-03,VS25,SS Sheets,34.59,MT,74007.54,2023-09-17,30
PO-2022-2274,2022-05-02,VS32,CR Sheets,17.91,MT,119098.31,2022-05-12,45
PO-2022-2275,2023-09-09,VS10,Fasteners & Fittings,27.29,MT,72010.14,2023-09-14,30
PO-2022-2276,2022-08-11,VS12,MS Rods,49.96,MT,115591.12,2022-08-19,15
PO-2022-2277,2021-02-12,VS28,SS Sheets,8.06,MT,79494.91,2021-02-26,15
PO-2022-2278,2022-04-10,VS26,Square/Rect Tubes,42.17,MT,71470.6,2022-04-19,21
PO-2022-2279,2023-05-13,VS27,Fasteners & Fittings,36.94,MT,78291.97,2023-05-22,21
PO-2022-2280,2023-08-08,VS24,MS Flats,16.97,MT,74916.23,2023-08-22,45
PO-2022-2281,2023-12-22,VS14,HR Coils,11.63,MT,59322.38,2023-12-28,30
PO-2022-2282,2023-01-15,VS30,Spring Steel,43.26,MT,104405.87,2023-01-23,45
PO-2022-2283,2022-09-21,VS14,MS Rods,7.93,MT,53148.76,2022-10-04,30
PO-2022-2284,2023-07-16,VS20,GI Wire,3.49,MT,61288.36,2023-07-27,21
PO-2022-2285,2021-11-17,VS25,Hex Bars,22.16,MT,115739.95,2021-11-20,30
PO-2022-2286,2022-02-27,VS25,MS Sheets,14.39,MT,100947.88,2022-03-11,30
PO-2022-2287,2021-11-16,VS26,GI Sheets,8.38,MT,68736.8,2021-11-22,21
PO-2022-2288,2021-09-25,VS32,MS Flats,30.91,MT,102254.45,2021-10-06,45
PO-2022-2289,2021-03-14,VS07,SS Pipes,5.2,MT,45650.15,2021-03-17,15
PO-2022-2290,2022-11-10,VS06,MS Flats,46.65,MT,71752.23,2022-11-24,30
PO-2022-2291,2021-11-05,VS14,SS Sheets,42.19,MT,72220.5,2021-11-13,30
PO-2022-2292,2023-07-04,VS31,MS Flats,35.48,MT,66730.58,2023-07-08,45
PO-2022-2293,2021-11-24,VS10,MS Sheets,21.34,MT,84922.89,2021-12-06,30
PO-2022-2294,2023-04-20,VS11,Spring Steel,28.06,MT,80217.58,2023-04-27,30
PO-2022-2295,2022-05-26,VS08,Square/Rect Tubes,45.55,MT,52280.17,2022-05-29,21
PO-2022-2296,2021-10-05,VS25,Structural Steel,19.59,MT,57784.35,2021-10-08,30
PO-2022-2297,2023-01-13,VS29,MS Sheets,22.92,MT,46489.25,2023-01-23,30
PO-2022-2298,2022-12-06,VS22,SS Pipes,44.44,MT,50166.75,2022-12-11,21
PO-2022-2299,2022-09-07,VS26,Square/Rect Tubes,6.44,MT,115127.17,2022-09-20,21
PO-2022-2300,2022-02-08,VS21,SS Sheets,35.86,MT,116157.13,2022-02-12,15
PO-2022-2301,2022-12-28,VS32,MS Pipes,31.47,MT,89274.21,2023-01-02,45
PO-2022-2302,2023-01-18,VS17,GI Sheets,26.16,MT,118652.73,2023-01-21,45
PO-2022-2303,2023-09-30,VS21,MS Sheets,3.55,MT,62910.29,2023-10-07,15
PO-2022-2304,2022-06-23,VS29,GI Wire,17.54,MT,65462.74,2022-07-08,30
PO-2022-2305,2023-07-28,VS06,MS Flats,28.01,MT,54798.74,2023-08-09,30
PO-2022-2306,2021-01-22,VS02,SS Sheets,19.65,MT,112840.11,2021-01-31,21
PO-2022-2307,2023-03-07,VS03,CR Sheets,35.15,MT,72979.52,2023-03-22,21
PO-2022-2308,2023-11-16,VS28,GI Wire,35.66,MT,54925.51,2023-11-24,15
PO-2022-2309,2022-06-20,VS13,Structural Steel,14.8,MT,51247.96,2022-06-30,30
PO-2022-2310,2021-06-23,VS21,Hex Bars,44.9,MT,46725.56,2021-06-28,15
PO-2022-2311,2021-08-08,VS16,SS Pipes,9.68,MT,49871.94,2021-08-20,15
PO-2022-2312,2022-05-01,VS06,SS Pipes,1.47,MT,46008.54,2022-05-16,30
PO-2022-2313,2022-11-30,VS05,Square/Rect Tubes,29.55,MT,117423.33,2022-12-10,15
PO-2022-2314,2022-11-09,VS07,ERW Pipes,3.75,MT,55403.62,2022-11-23,15
PO-2022-2315,2021-06-16,VS12,SS Pipes,36.19,MT,53943.7,2021-06-25,15
PO-2022-2316,2022-04-23,VS14,GI Pipes,36.13,MT,74017.57,2022-05-06,30
PO-2022-2317,2023-12-21,VS13,Structural Steel,41.06,MT,98117.82,2023-12-31,30
PO-2022-2318,2022-01-17,VS31,SS Sheets,36.85,MT,89385.9,2022-01-20,45
PO-2022-2319,2023-06-26,VS12,Hex Bars,1.31,MT,60516.37,2023-07-02,15
PO-2022-2320,2022-06-24,VS10,Spring Steel,29.2,MT,59200.92,2022-06-28,30
PO-2022-2321,2021-06-05,VS13,MS Sheets,42.58,MT,101721.47,2021-06-11,30
PO-2022-2322,2021-11-29,VS26,SS Sheets,30.48,MT,82999.08,2021-12-06,21
PO-2022-2323,2022-03-23,VS28,CR Sheets,41.4,MT,100158.24,2022-04-03,15
PO-2022-2324,2021-01-15,VS17,SS Sheets,37.96,MT,49849.0,2021-01-19,45
PO-2022-2325,2023-10-09,VS23,GI Pipes,31.37,MT,106327.76,2023-10-13,45
PO-2022-2326,2023-07-03,VS01,SS Pipes,16.6,MT,102853.96,2023-07-11,15
PO-2022-2327,2021-05-15,VS17,MS Flats,23.09,MT,100664.45,2021-05-25,45
PO-2022-2328,2023-01-29,VS32,SS Sheets,38.41,MT,68510.6,2023-02-12,45
PO-2022-2329,2022-01-25,VS15,MS Sheets,3.09,MT,71467.12,2022-02-04,45
PO-2022-2330,2023-08-04,VS21,MS Rods,23.72,MT,112431.72,2023-08-14,15
PO-2022-2331,2021-11-09,VS10,MS Rods,21.56,MT,46835.99,2021-11-14,30
PO-2022-2332,2022-10-11,VS25,Square/Rect Tubes,20.57,MT,46046.26,2022-10-26,30
PO-2022-2333,2021-12-20,VS10,MS Sheets,11.63,MT,46229.2,2021-12-30,30
PO-2022-2334,2021-11-03,VS18,MS Flats,10.69,MT,82299.18,2021-11-08,30
PO-2022-2335,2022-09-14,VS18,HR Coils,10.31,MT,90511.87,2022-09-24,30
PO-2022-2336,2023-06-06,VS28,MS Sheets,24.88,MT,94934.19,2023-06-14,15
PO-2022-2337,2021-08-06,VS05,MS Flats,35.6,MT,90586.32,2021-08-11,15
PO-2022-2338,2022-04-27,VS34,Structural Steel,40.38,MT,76225.91,2022-04-30,21
PO-2022-2339,2022-09-23,VS11,MS Flats,31.89,MT,96304.32,2022-10-02,30
PO-2022-2340,2021-09-07,VS09,Hex Bars,14.81,MT,99356.76,2021-09-22,30
PO-2022-2341,2021-09-20,VS24,Structural Steel,4.09,MT,78530.87,2021-09-29,45
PO-2022-2342,2022-05-20,VS14,MS Flats,34.73,MT,113260.96,2022-05-28,30
PO-2022-2343,2023-09-03,VS18,Spring Steel,17.7,MT,104536.35,2023-09-17,30
PO-2022-2344,2022-02-03,VS09,MS Flats,39.3,MT,87920.62,2022-02-09,30
PO-2022-2345,2022-05-01,VS16,Structural Steel,28.6,MT,111791.78,2022-05-09,15
PO-2022-2346,2023-11-13,VS07,MS Rods,37.76,MT,91770.52,2023-11-17,15
PO-2022-2347,2023-12-20,VS32,Fasteners & Fittings,30.53,MT,111818.29,2024-01-03,45
PO-2022-2348,2022-06-29,VS05,Fasteners & Fittings,20.09,MT,59488.63,2022-07-14,15
PO-2022-2349,2022-07-20,VS10,Angles & Channels,42.54,MT,49426.59,2022-07-26,30
PO-2022-2350,2022-04-03,VS01,MS Flats,18.45,MT,91548.94,2022-04-14,15
