po_id,supplier_id,invoice_date,agreed_payment_days,actual_payment_date,days_late
PO-2022-2282,VS30,2023-01-18,45,2023-03-01,0
PO-2022-2283,VS14,2022-09-24,30,2022-10-27,6
PO-2022-2284,VS20,2023-07-19,21,2023-08-31,25
PO-2022-2285,VS25,2021-11-20,30,2021-12-31,14
PO-2022-2286,VS25,2022-03-02,30,2022-03-24,0
PO-2022-2287,VS26,2021-11-19,21,2021-12-28,21
PO-2022-2288,VS32,2021-09-28,45,2021-11-11,2
PO-2022-2289,VS07,2021-03-17,15,2021-03-29,0
PO-2022-2290,VS06,2022-11-13,30,2022-12-08,0
PO-2022-2291,VS14,2021-11-08,30,2021-12-01,0
PO-2022-2292,VS31,2023-07-07,45,2023-08-18,0
PO-2022-2293,VS10,2021-11-27,30,2021-12-21,0
PO-2022-2294,VS11,2023-04-23,30,2023-05-31,11
PO-2022-2295,VS08,2022-05-29,21,2022-06-16,0
PO-2022-2296,VS25,2021-10-08,30,2021-11-04,0
PO-2022-2297,VS29,2023-01-16,30,2023-02-12,0
PO-2022-2298,VS22,2022-12-09,21,2022-12-27,0
PO-2022-2299,VS26,2022-09-10,21,2022-10-17,19
PO-2022-2300,VS21,2022-02-11,15,2022-03-09,14
PO-2022-2301,VS32,2022-12-31,45,2023-02-11,0
PO-2022-2302,VS17,2023-01-21,45,2023-03-04,0
PO-2022-2303,VS21,2023-10-03,15,2023-10-11,0
PO-2022-2304,VS29,2022-06-26,30,2022-07-23,0
PO-2022-2305,VS06,2023-07-31,30,2023-08-31,4
PO-2022-2306,VS02,2021-01-25,21,2021-03-07,23
PO-2022-2307,VS03,2023-03-10,21,2023-04-19,22
PO-2022-2308,VS28,2023-11-19,15,2023-12-15,14
PO-2022-2309,VS13,2022-06-23,30,2022-08-06,17
PO-2022-2310,VS21,2021-06-26,15,2021-07-14,6
PO-2022-2311,VS16,2021-08-11,15,2021-08-25,2
PO-2022-2312,VS06,2022-05-04,30,2022-06-01,1
PO-2022-2313,VS05,2022-12-03,15,2022-12-10,0
PO-2022-2314,VS07,2022-11-12,15,2022-11-24,0
PO-2022-2315,VS12,2021-06-19,15,2021-07-11,10
PO-2022-2316,VS14,2022-04-26,30,2022-06-09,17
PO-2022-2317,VS13,2023-12-24,30,2024-01-25,5
PO-2022-2318,VS31,2022-01-20,45,2022-03-15,12
PO-2022-2319,VS12,2023-06-29,15,2023-07-11,0
PO-2022-2320,VS10,2022-06-27,30,2022-07-24,0
PO-2022-2321,VS13,2021-06-08,30,2021-07-06,1
PO-2022-2322,VS26,2021-12-02,21,2021-12-20,0
PO-2022-2323,VS28,2022-03-26,15,2022-04-26,19
PO-2022-2324,VS17,2021-01-18,45,2021-03-16,15
PO-2022-2325,VS23,2023-10-12,45,2023-12-16,23
PO-2022-2326,VS01,2023-07-06,15,2023-08-05,18
PO-2022-2327,VS17,2021-05-18,45,2021-07-04,5
PO-2022-2328,VS32,2023-02-01,45,2023-03-15,0
PO-2022-2329,VS15,2022-01-28,45,2022-03-12,1
PO-2022-2330,VS21,2023-08-07,15,2023-08-31,12
PO-2022-2331,VS10,2021-11-12,30,2021-12-09,0
PO-2022-2332,VS25,2022-10-14,30,2022-11-10,0
PO-2022-2333,VS10,2021-12-23,30,2022-01-19,0
PO-2022-2334,VS18,2021-11-06,30,2021-12-03,0
PO-2022-2335,VS18,2022-09-17,30,2022-10-14,0
PO-2022-2336,VS28,2023-06-09,15,2023-06-17,0
PO-2022-2337,VS05,2021-08-09,15,2021-09-09,19
PO-2022-2338,VS34,2022-04-30,21,2022-06-03,16
PO-2022-2339,VS11,2022-09-26,30,2022-10-26,3
PO-2022-2340,VS09,2021-09-10,30,2021-10-03,0
PO-2022-2341,VS24,2021-09-23,45,2021-11-04,0
PO-2022-2342,VS14,2022-05-23,30,2022-07-02,13
PO-2022-2343,VS18,2023-09-06,30,2023-10-03,0
PO-2022-2344,VS09,2022-02-06,30,2022-03-29,24
PO-2022-2345,VS16,2022-05-04,15,2022-06-10,25
PO-2022-2346,VS07,2023-11-16,15,2023-12-08,10
PO-2022-2347,VS32,2023-12-23,45,2024-02-18,15
PO-2022-2348,VS05,2022-07-02,15,2022-07-15,1
PO-2022-2349,VS10,2022-07-23,30,2022-08-19,0
PO-2022-2350,VS01,2022-04-06,15,2022-04-20,2
PO-2022-2351,VS18,2021-10-30,30,2021-12-13,17
PO-2022-2352,VS13,2022-02-17,30,2022-04-10,25
PO-2022-2353,VS33,2023-12-12,45,2024-02-13,21
PO-2022-2354,VS20,2021-01-26,21,2021-02-22,9
PO-2022-2355,VS06,2023-05-17,30,2023-06-13,0
PO-2022-2356,VS25,2023-07-07,30,2023-08-02,0
PO-2022-2357,VS18,2021-08-12,30,2021-09-06,0
PO-2022-2358,VS11,2022-08-10,30,2022-09-18,12
PO-2022-2359,VS31,2022-11-03,45,2022-12-15,0
PO-2022-2360,VS28,2021-02-25,15,2021-03-25,16
PO-2022-2361,VS19,2021-03-15,30,2021-04-11,0
PO-2022-2362,VS09,2021-04-28,30,2021-05-26,1
PO-2022-2363,VS34,2021-08-01,21,2021-09-13,25
PO-2022-2364,VS23,2023-01-11,45,2023-02-22,0
PO-2022-2365,VS26,2023-10-09,21,2023-11-03,7
PO-2022-2366,VS10,2023-03-25,30,2023-05-06,15
PO-2022-2367,VS08,2021-11-25,21,2021-12-11,0
PO-2022-2368,VS04,2021-02-22,21,2021-03-28,16
PO-2022-2369,VS10,2022-04-25,30,2022-05-17,0
PO-2022-2370,VS02,2023-03-25,21,2023-05-07,25
PO-2022-2371,VS05,2023-05-03,15,2023-05-14,0
PO-2022-2372,VS01,2023-10-07,15,2023-10-21,2
PO-2022-2373,VS11,2023-11-12,30,2023-12-21,12
PO-2022-2374,VS18,2022-08-03,30,2022-08-30,0
PO-2022-2375,VS22,2022-06-12,21,2022-07-13,13
PO-2022-2376,VS29,2022-08-11,30,2022-10-01,24
PO-2022-2377,VS26,2023-11-18,21,2023-12-06,0
PO-2022-2378,VS14,2021-08-10,30,2021-09-26,20
PO-2022-2379,VS20,2022-03-18,21,2022-04-25,20
PO-2022-2380,VS14,2022-06-04,30,2022-07-15,14
PO-2022-2381,VS14,2022-11-18,30,2022-12-17,2
PO-2022-2382,VS26,2023-07-30,21,2023-08-25,8
PO-2022-2383,VS16,2022-08-11,15,2022-09-08,16
PO-2022-2384,VS01,2021-04-16,15,2021-04-28,0
PO-2022-2385,VS07,2021-11-26,15,2021-12-08,0
PO-2022-2386,VS05,2023-02-06,15,2023-02-19,1
PO-2022-2387,VS08,2021-03-16,21,2021-04-27,24
PO-2022-2388,VS08,2022-02-27,21,2022-04-03,17
PO-2022-2389,VS08,2021-02-02,21,2021-02-20,0
PO-2022-2390,VS18,2022-07-17,30,2022-08-26,13
PO-2022-2391,VS14,2021-11-13,30,2021-12-27,17
PO-2022-2392,VS28,2023-10-19,15,2023-11-04,4
PO-2022-2393,VS05,2021-04-04,15,2021-05-02,16
PO-2022-2394,VS02,2022-07-05,21,2022-07-23,0
PO-2022-2395,VS01,2023-07-10,15,2023-07-25,3
PO-2022-2396,VS15,2023-10-01,45,2023-11-11,0
PO-2022-2397,VS31,2023-07-27,45,2023-09-07,0
PO-2022-2398,VS21,2021-10-29,15,2021-11-10,0
PO-2022-2399,VS23,2023-08-19,45,2023-10-14,14
PO-2022-2400,VS24,2023-04-19,45,2023-05-31,0
PO-2022-2401,VS23,2022-11-16,45,2023-01-11,14
PO-2022-2402,VS03,2021-12-06,21,2021-12-24,0
PO-2022-2403,VS22,2021-10-28,21,2021-11-30,15
PO-2022-2404,VS14,2021-10-16,30,2021-11-12,0
PO-2022-2405,VS03,2023-10-27,21,2023-12-03,19
PO-2022-2406,VS15,2021-12-07,45,2022-01-29,11
PO-2022-2407,VS26,2023-02-07,21,2023-03-11,14
PO-2022-2408,VS27,2022-12-24,21,2023-01-11,0
PO-2022-2409,VS01,2022-01-24,15,2022-02-18,13
PO-2022-2410,VS16,2022-09-23,15,2022-10-25,20
PO-2022-2411,VS13,2021-07-20,30,2021-09-06,21
PO-2022-2412,VS05,2022-01-19,15,2022-01-31,0
PO-2022-2413,VS26,2023-01-06,21,2023-02-10,17
PO-2022-2414,VS14,2023-02-10,30,2023-03-11,2
PO-2022-2415,VS32,2021-03-30,45,2021-05-11,0
PO-2022-2416,VS25,2023-08-31,30,2023-10-06,9
PO-2022-2417,VS32,2022-12-23,45,2023-02-08,5
PO-2022-2418,VS31,2021-06-30,45,2021-09-05,25
PO-2022-2419,VS30,2021-07-15,45,2021-09-07,12
PO-2022-2420,VS21,2021-03-15,15,2021-04-18,22
PO-2022-2421,VS27,2022-03-23,21,2022-04-10,0
PO-2022-2422,VS33,2021-03-02,45,2021-04-13,0
PO-2022-2423,VS04,2023-03-09,21,2023-04-07,11
PO-2022-2424,VS29,2021-12-26,30,2022-02-08,17
PO-2022-2425,VS28,2022-11-13,15,2022-11-25,0
PO-2022-2426,VS31,2022-02-15,45,2022-04-04,6
PO-2022-2427,VS25,2021-12-31,30,2022-02-14,18
PO-2022-2428,VS15,2023-10-11,45,2023-11-22,0
PO-2022-2429,VS11,2021-07-30,30,2021-08-26,0
PO-2022-2430,VS29,2021-02-21,30,2021-03-20,0
PO-2022-2431,VS24,2023-12-15,45,2024-02-10,15
PO-2022-2432,VS28,2023-06-16,15,2023-07-21,23
PO-2022-2433,VS31,2023-01-06,45,2023-03-09,20
PO-2022-2434,VS02,2021-09-08,21,2021-10-12,16
PO-2022-2435,VS24,2023-07-06,45,2023-09-05,19
PO-2022-2436,VS27,2022-01-18,21,2022-02-27,22
PO-2022-2437,VS09,2022-09-11,30,2022-10-22,14
PO-2022-2438,VS08,2021-01-28,21,2021-02-15,0
PO-2022-2439,VS09,2022-09-17,30,2022-10-10,0
PO-2022-2440,VS13,2022-03-17,30,2022-05-03,20
PO-2022-2441,VS05,2023-03-09,15,2023-04-07,17
PO-2022-2442,VS31,2021-05-23,45,2021-07-13,9
PO-2022-2443,VS27,2022-05-24,21,2022-06-11,0
PO-2022-2444,VS28,2021-05-06,15,2021-05-18,0
PO-2022-2445,VS24,2022-02-02,45,2022-03-16,0
PO-2022-2446,VS31,2021-09-21,45,2021-11-02,0
PO-2022-2447,VS16,2021-11-22,15,2021-12-13,9
PO-2022-2448,VS27,2021-03-08,21,2021-04-09,14
PO-2022-2449,VS03,2021-10-29,21,2021-11-16,0
PO-2022-2450,VS20,2022-12-04,21,2022-12-25,3
PO-2022-2451,VS32,2023-11-17,45,2024-01-13,15
PO-2022-2452,VS31,2021-10-12,45,2021-12-04,11
PO-2022-2453,VS34,2023-12-31,21,2024-01-18,0
PO-2022-2454,VS33,2022-08-18,45,2022-09-29,0
PO-2022-2455,VS23,2022-01-30,45,2022-03-14,1
PO-2022-2456,VS18,2023-04-26,30,2023-05-23,0
PO-2022-2457,VS19,2021-10-16,30,2021-11-10,0
PO-2022-2458,VS14,2022-10-23,30,2022-11-21,2
PO-2022-2459,VS16,2022-08-23,15,2022-09-03,0
PO-2022-2460,VS32,2022-01-13,45,2022-02-21,0
PO-2022-2461,VS22,2023-08-02,21,2023-08-20,0
PO-2022-2462,VS26,2023-02-14,21,2023-03-04,0
PO-2022-2463,VS30,2023-10-14,45,2023-12-09,14
PO-2022-2464,VS13,2023-05-15,30,2023-06-25,14
PO-2022-2465,VS31,2021-08-13,45,2021-10-15,21
PO-2022-2466,VS24,2021-09-12,45,2021-10-30,6
PO-2022-2467,VS09,2022-07-07,30,2022-08-01,0
PO-2022-2468,VS04,2021-03-26,21,2021-04-13,0
PO-2022-2469,VS19,2022-07-25,30,2022-08-21,0
PO-2022-2470,VS23,2022-07-04,45,2022-08-15,0
PO-2022-2471,VS11,2022-03-30,30,2022-04-26,0
PO-2022-2472,VS18,2021-07-09,30,2021-08-13,8
PO-2022-2473,VS16,2022-04-01,15,2022-05-07,24
PO-2022-2474,VS07,2022-07-30,15,2022-08-12,1
PO-2022-2475,VS29,2023-03-06,30,2023-04-02,0
PO-2022-2476,VS29,2023-07-02,30,2023-07-29,0
PO-2022-2477,VS02,2023-02-21,21,2023-03-11,0
PO-2022-2478,VS28,2023-10-07,15,2023-10-28,9
PO-2022-2479,VS29,2023-03-09,30,2023-04-13,8
PO-2022-2480,VS11,2023-02-16,30,2023-03-29,14
PO-2022-2481,VS16,2022-07-19,15,2022-07-29,0
PO-2022-2482,VS16,2021-02-22,15,2021-03-16,10
PO-2022-2483,VS24,2022-12-11,45,2023-01-22,0
PO-2022-2484,VS06,2023-05-22,30,2023-06-18,0
PO-2022-2485,VS31,2022-06-20,45,2022-08-02,1
PO-2022-2486,VS34,2023-11-29,21,2023-12-30,13
PO-2022-2487,VS15,2021-04-12,45,2021-05-30,6
PO-2022-2488,VS17,2021-04-16,45,2021-06-12,15
PO-2022-2489,VS10,2022-08-27,30,2022-09-29,6
PO-2022-2490,VS20,2023-04-22,21,2023-06-03,24
PO-2022-2491,VS12,2021-04-20,15,2021-05-02,0
PO-2022-2492,VS02,2022-05-02,21,2022-05-20,0
PO-2022-2493,VS18,2021-07-30,30,2021-09-09,14
PO-2022-2494,VS12,2023-01-29,15,2023-02-15,5
PO-2022-2495,VS21,2021-01-21,15,2021-01-29,0
PO-2022-2496,VS33,2023-10-26,45,2023-12-25,18
PO-2022-2497,VS09,2021-11-19,30,2022-01-07,22
PO-2022-2498,VS30,2022-07-29,45,2022-09-09,0
PO-2022-2499,VS11,2022-05-27,30,2022-07-03,10
PO-2022-2500,VS30,2022-08-15,45,2022-09-27,1
PO-2022-2501,VS34,2023-04-11,21,2023-05-07,8
PO-2022-2502,VS17,2023-04-13,45,2023-06-13,19
PO-2022-2503,VS03,2021-09-19,21,2021-10-19,12
PO-2022-2504,VS27,2021-08-28,21,2021-10-06,21
PO-2022-2505,VS13,2023-09-28,30,2023-10-25,0
PO-2022-2506,VS29,2021-11-01,30,2021-12-22,24
PO-2022-2507,VS02,2021-10-22,21,2021-11-09,0
PO-2022-2508,VS30,2023-08-17,45,2023-10-10,12
PO-2022-2509,VS16,2021-04-19,15,2021-05-05,4
PO-2022-2510,VS04,2023-02-09,21,2023-03-07,8
PO-2022-2511,VS05,2023-06-10,15,2023-06-28,6
PO-2022-2512,VS31,2021-03-27,45,2021-05-13,5
PO-2022-2513,VS01,2021-12-09,15,2021-12-31,10
PO-2022-2514,VS02,2021-05-06,21,2021-05-29,5
PO-2022-2515,VS26,2023-07-11,21,2023-07-29,0
PO-2022-2516,VS19,2022-11-03,30,2022-12-06,6
PO-2022-2517,VS32,2023-06-20,45,2023-07-28,0
PO-2022-2518,VS05,2023-11-06,15,2023-12-02,14
PO-2022-2519,VS18,2023-06-23,30,2023-08-02,13
PO-2022-2520,VS18,2023-03-01,30,2023-03-31,3
PO-2022-2521,VS13,2021-10-03,30,2021-10-27,0
PO-2022-2522,VS17,2023-05-28,45,2023-07-09,0
PO-2022-2523,VS31,2022-07-01,45,2022-08-07,0
PO-2022-2524,VS08,2023-10-11,21,2023-10-28,0
PO-2022-2525,VS31,2023-02-05,45,2023-04-09,21
PO-2022-2526,VS21,2022-11-12,15,2022-12-05,11
PO-2022-2527,VS18,2023-12-05,30,2024-01-05,4
PO-2022-2528,VS22,2022-07-15,21,2022-08-10,8
PO-2022-2529,VS20,2021-04-19,21,2021-05-07,0
PO-2022-2530,VS16,2022-03-28,15,2022-04-19,10
PO-2022-2531,VS24,2023-11-05,45,2023-12-13,0
PO-2022-2532,VS06,2022-09-08,30,2022-10-17,12
PO-2022-2533,VS21,2021-05-19,15,2021-05-31,0
PO-2022-2534,VS31,2023-05-02,45,2023-06-30,17
PO-2022-2535,VS32,2022-05-01,45,2022-07-03,21
PO-2022-2536,VS28,2023-04-14,15,2023-04-26,0
PO-2022-2537,VS11,2022-11-23,30,2022-12-27,7
PO-2022-2538,VS06,2021-06-21,30,2021-07-18,0
PO-2022-2539,VS04,2021-11-11,21,2021-12-20,21
PO-2022-2540,VS23,2023-01-25,45,2023-03-19,11
PO-2022-2541,VS03,2021-07-27,21,2021-08-31,17
PO-2022-2542,VS26,2021-12-18,21,2022-01-05,0
PO-2022-2543,VS05,2023-12-17,15,2024-01-17,19
PO-2022-2544,VS33,2021-11-22,45,2021-12-29,0
PO-2022-2545,VS26,2021-03-10,21,2021-04-12,15
PO-2022-2546,VS23,2023-07-19,45,2023-08-25,0
PO-2022-2547,VS16,2023-05-10,15,2023-05-22,0
PO-2022-2548,VS10,2021-11-04,30,2021-12-01,0
PO-2022-2549,VS07,2021-11-02,15,2021-11-14,0
PO-2022-2550,VS21,2022-11-16,15,2022-11-28,0
PO-2022-2551,VS14,2022-09-15,30,2022-10-14,2
PO-2022-2552,VS23,2022-01-31,45,2022-03-14,0
PO-2022-2553,VS25,2022-06-04,30,2022-07-17,16
PO-2022-2554,VS29,2022-10-28,30,2022-11-27,3
PO-2022-2555,VS21,2023-05-18,15,2023-06-06,7
PO-2022-2556,VS06,2023-05-05,30,2023-06-24,23
PO-2022-2557,VS16,2021-10-18,15,2021-11-22,23
PO-2022-2558,VS27,2022-01-08,21,2022-01-28,2
PO-2022-2559,VS24,2022-12-07,45,2023-02-05,18
PO-2022-2560,VS14,2022-02-21,30,2022-03-20,0
PO-2022-2561,VS18,2023-11-04,30,2023-12-12,11
PO-2022-2562,VS28,2022-02-10,15,2022-03-07,13
PO-2022-2563,VS30,2022-08-21,45,2022-10-17,15
PO-2022-2564,VS31,2021-05-12,45,2021-06-23,0
PO-2022-2565,VS21,2022-04-21,15,2022-05-02,0
PO-2022-2566,VS15,2021-03-24,45,2021-05-30,25
PO-2022-2567,VS15,2021-03-28,45,2021-05-15,6
PO-2022-2568,VS18,2021-06-08,30,2021-07-17,12
PO-2022-2569,VS33,2021-02-06,45,2021-04-07,18
PO-2022-2570,VS19,2022-03-17,30,2022-04-18,5
PO-2022-2571,VS12,2022-11-07,15,2022-11-19,0
PO-2022-2572,VS22,2021-06-16,21,2021-07-26,22
PO-2022-2573,VS11,2022-06-16,30,2022-07-13,0
PO-2022-2574,VS11,2022-02-25,30,2022-04-09,16
PO-2022-2575,VS05,2021-05-24,15,2021-06-05,0
PO-2022-2576,VS05,2022-05-09,15,2022-06-11,21
PO-2022-2577,VS08,2022-11-26,21,2022-12-28,14
PO-2022-2578,VS08,2023-11-16,21,2023-12-01,0
PO-2022-2579,VS06,2023-01-03,30,2023-02-05,6
PO-2022-2580,VS02,2022-05-31,21,2022-06-18,0
PO-2022-2581,VS34,2021-11-28,21,2022-01-04,19
PO-2022-2582,VS02,2022-12-24,21,2023-01-25,14
PO-2022-2583,VS33,2021-08-04,45,2021-09-14,0
PO-2022-2584,VS05,2023-09-21,15,2023-10-03,0
PO-2022-2585,VS30,2023-10-13,45,2023-12-09,15
PO-2022-2586,VS29,2021-03-19,30,2021-04-12,0
PO-2022-2587,VS22,2023-02-05,21,2023-02-23,0
PO-2022-2588,VS06,2023-08-11,30,2023-09-07,0
PO-2022-2589,VS09,2021-08-30,30,2021-09-23,0
PO-2022-2590,VS08,2022-12-02,21,2022-12-30,10
PO-2022-2591,VS28,2022-10-05,15,2022-11-05,19
PO-2022-2592,VS17,2021-10-11,45,2021-11-24,2
PO-2022-2593,VS34,2021-06-05,21,2021-06-21,0
PO-2022-2594,VS02,2023-04-17,21,2023-05-05,0
PO-2022-2595,VS09,2021-07-13,30,2021-08-17,8
PO-2022-2596,VS07,2021-08-24,15,2021-09-05,0
PO-2022-2597,VS14,2022-01-13,30,2022-02-04,0
PO-2022-2598,VS20,2021-06-16,21,2021-07-18,14
PO-2022-2599,VS20,2021-03-28,21,2021-05-09,24
PO-2022-2600,VS09,2021-04-20,30,2021-05-22,5
PO-2022-2601,VS31,2021-08-10,45,2021-09-25,4
PO-2022-2602,VS17,2021-08-10,45,2021-10-10,19
PO-2022-2603,VS06,2022-05-26,30,2022-07-11,19
PO-2022-2604,VS02,2021-08-04,21,2021-09-13,22
PO-2022-2605,VS16,2023-11-13,15,2023-11-25,0
PO-2022-2606,VS32,2022-01-23,45,2022-03-29,23
PO-2022-2607,VS13,2023-03-10,30,2023-04-09,3
PO-2022-2608,VS19,2023-04-26,30,2023-05-23,0
PO-2022-2609,VS17,2023-05-14,45,2023-07-01,6
PO-2022-2610,VS17,2022-01-30,45,2022-03-19,6
PO-2022-2611,VS16,2021-09-06,15,2021-09-19,1
PO-2022-2612,VS05,2021-04-09,15,2021-04-21,0
PO-2022-2613,VS14,2021-01-09,30,2021-02-09,4
PO-2022-2614,VS14,2022-12-04,30,2023-01-18,18
PO-2022-2615,VS24,2021-09-13,45,2021-10-25,0
PO-2022-2616,VS29,2022-07-21,30,2022-08-17,0
PO-2022-2617,VS13,2022-12-28,30,2023-01-24,0
PO-2022-2618,VS17,2021-04-14,45,2021-05-26,0
PO-2022-2619,VS30,2021-05-06,45,2021-06-21,4
PO-2022-2620,VS19,2021-10-19,30,2021-12-08,23
PO-2022-2621,VS05,2023-12-24,15,2024-01-17,12
PO-2022-2622,VS18,2022-02-19,30,2022-04-12,25
PO-2022-2623,VS29,2022-03-31,30,2022-04-30,3
PO-2022-2624,VS15,2023-03-02,45,2023-05-04,21
PO-2022-2625,VS24,2022-07-06,45,2022-08-26,9
PO-2022-2626,VS20,2023-11-27,21,2023-12-15,0
PO-2022-2627,VS19,2022-05-13,30,2022-06-26,17
PO-2022-2628,VS12,2023-12-25,15,2024-01-04,0
PO-2022-2629,VS27,2022-11-05,21,2022-12-16,23
PO-2022-2630,VS28,2022-09-23,15,2022-10-05,0
PO-2022-2631,VS23,2023-04-07,45,2023-05-19,0
PO-2022-2632,VS03,2022-10-31,21,2022-11-18,0
PO-2022-2633,VS32,2022-11-17,45,2023-01-07,9
PO-2022-2634,VS07,2021-06-09,15,2021-06-16,0
PO-2022-2635,VS27,2023-08-18,21,2023-09-27,22
PO-2022-2636,VS09,2023-06-26,30,2023-08-12,20
PO-2022-2637,VS17,2021-03-19,45,2021-05-07,7
PO-2022-2638,VS14,2023-07-14,30,2023-08-05,0
PO-2022-2639,VS17,2021-07-14,45,2021-09-10,16
PO-2022-2640,VS31,2021-04-04,45,2021-06-09,24
PO-2022-2641,VS32,2021-01-17,45,2021-03-13,13
PO-2022-2642,VS33,2021-07-04,45,2021-08-15,0
PO-2022-2643,VS23,2022-12-19,45,2023-01-30,0
PO-2022-2644,VS02,2021-07-22,21,2021-08-07,0
PO-2022-2645,VS12,2021-04-06,15,2021-04-18,0
PO-2022-2646,VS04,2023-08-05,21,2023-09-12,20
PO-2022-2647,VS24,2022-02-26,45,2022-04-10,1
PO-2022-2648,VS11,2021-05-13,30,2021-06-23,14
PO-2022-2649,VS12,2023-12-31,15,2024-01-31,19
PO-2022-2650,VS10,2021-06-02,30,2021-07-12,13
PO-2022-2651,VS34,2022-07-03,21,2022-08-02,12
PO-2022-2652,VS29,2022-11-10,30,2022-12-17,10
PO-2022-2653,VS29,2022-03-21,30,2022-04-13,0
PO-2022-2654,VS21,2022-07-29,15,2022-08-23,13
PO-2022-2655,VS13,2021-02-14,30,2021-03-12,0
PO-2022-2656,VS08,2021-07-09,21,2021-08-04,8
PO-2022-2657,VS08,2024-01-01,21,2024-02-04,16
PO-2022-2658,VS04,2021-10-07,21,2021-10-25,0
PO-2022-2659,VS16,2021-09-19,15,2021-10-14,13
PO-2022-2660,VS06,2022-05-13,30,2022-07-02,23
PO-2022-2661,VS09,2022-11-15,30,2022-12-12,0
PO-2022-2662,VS15,2021-10-17,45,2021-11-28,0
PO-2022-2663,VS06,2023-05-18,30,2023-07-06,22
PO-2022-2664,VS03,2021-03-06,21,2021-03-24,0
PO-2022-2665,VS02,2021-02-22,21,2021-03-10,0
PO-2022-2666,VS06,2021-06-19,30,2021-07-16,0
PO-2022-2667,VS04,2023-02-03,21,2023-02-21,0
PO-2022-2668,VS08,2023-02-19,21,2023-03-09,0
PO-2022-2669,VS06,2021-11-26,30,2022-01-08,16
PO-2022-2670,VS19,2023-09-07,30,2023-10-04,0
PO-2022-2671,VS19,2021-12-29,30,2022-02-13,19
PO-2022-2672,VS03,2023-08-22,21,2023-09-15,6
PO-2022-2673,VS01,2021-04-14,15,2021-05-13,17
PO-2022-2674,VS06,2022-12-04,30,2023-01-13,13
PO-2022-2675,VS25,2023-04-13,30,2023-05-10,0
PO-2022-2676,VS15,2023-11-17,45,2024-01-08,10
PO-2022-2677,VS25,2021-12-18,30,2022-01-14,0
PO-2022-2678,VS27,2021-04-22,21,2021-05-10,0
PO-2022-2679,VS23,2023-08-04,45,2023-09-15,0
PO-2022-2680,VS09,2022-01-17,30,2022-02-13,0
PO-2022-2681,VS17,2023-03-17,45,2023-05-13,15
PO-2022-2682,VS17,2021-01-14,45,2021-02-26,1
PO-2022-2683,VS32,2023-09-01,45,2023-10-13,0
PO-2022-2684,VS34,2022-01-23,21,2022-03-04,22
PO-2022-2685,VS10,2021-05-18,30,2021-07-02,18
PO-2022-2686,VS20,2023-12-08,21,2023-12-26,0
PO-2022-2687,VS24,2021-09-28,45,2021-11-11,2
PO-2022-2688,VS06,2022-06-03,30,2022-07-18,18
PO-2022-2689,VS11,2023-03-13,30,2023-04-26,17
PO-2022-2690,VS12,2021-03-31,15,2021-05-04,22
PO-2022-2691,VS12,2022-12-01,15,2022-12-13,0
PO-2022-2692,VS06,2021-02-20,30,2021-03-16,0
PO-2022-2693,VS33,2022-08-22,45,2022-10-19,16
PO-2022-2694,VS07,2022-04-11,15,2022-05-10,17
PO-2022-2695,VS18,2022-01-04,30,2022-01-29,0
PO-2022-2696,VS22,2021-05-10,21,2021-05-30,2
PO-2022-2697,VS14,2022-05-08,30,2022-06-18,14
PO-2022-2698,VS34,2022-02-05,21,2022-03-11,16
PO-2022-2699,VS15,2023-03-23,45,2023-05-05,1
PO-2022-2700,VS34,2023-07-24,21,2023-08-11,0
PO-2022-2701,VS13,2021-04-12,30,2021-05-09,0
PO-2022-2702,VS14,2023-10-09,30,2023-11-05,0
PO-2022-2703,VS27,2021-03-25,21,2021-04-12,0
PO-2022-2704,VS32,2023-11-04,45,2023-12-11,0
PO-2022-2705,VS34,2023-04-17,21,2023-05-28,23
PO-2022-2706,VS07,2021-03-05,15,2021-03-15,0
PO-2022-2707,VS01,2023-12-12,15,2023-12-24,0
PO-2022-2708,VS17,2023-10-19,45,2023-12-19,19
PO-2022-2709,VS01,2023-05-04,15,2023-05-18,2
PO-2022-2710,VS04,2021-10-05,21,2021-10-23,0
PO-2022-2711,VS19,2023-12-17,30,2024-02-01,19
PO-2022-2712,VS31,2023-12-25,45,2024-02-20,15
PO-2022-2713,VS13,2023-04-18,30,2023-05-15,0
PO-2022-2714,VS10,2023-11-05,30,2023-11-29,0
PO-2022-2715,VS05,2023-05-10,15,2023-05-22,0
PO-2022-2716,VS09,2022-08-29,30,2022-09-25,0
PO-2022-2717,VS02,2023-01-25,21,2023-03-05,21
PO-2022-2718,VS03,2023-06-14,21,2023-07-01,0
PO-2022-2719,VS02,2023-05-27,21,2023-06-14,0
PO-2022-2720,VS14,2023-12-05,30,2024-01-01,0
PO-2022-2721,VS25,2021-02-28,30,2021-03-27,0
PO-2022-2722,VS07,2022-03-15,15,2022-03-27,0
PO-2022-2723,VS04,2023-01-02,21,2023-01-22,2
PO-2022-2724,VS32,2021-08-14,45,2021-09-23,0
PO-2022-2725,VS34,2022-03-11,21,2022-04-09,11
PO-2022-2726,VS20,2022-05-14,21,2022-06-20,19
PO-2022-2727,VS22,2022-02-05,21,2022-03-03,8
PO-2022-2728,VS09,2023-12-22,30,2024-01-31,13
PO-2022-2729,VS04,2021-09-15,21,2021-10-01,0
PO-2022-2730,VS04,2021-02-09,21,2021-02-23,0
PO-2022-2731,VS19,2021-05-16,30,2021-06-11,0
