gr_id,po_id,receipt_date,quantity_received,quality_grade,rejection_qty,rejection_reason,invoice_amount_billed
GR-2022-2326,PO-2022-2326,2023-07-13,16.59,A,0.0,,1707375.74
GR-2022-2327,PO-2022-2327,2021-05-28,22.99,A,0.0,,2324342.15
GR-2022-2328,PO-2022-2328,2023-02-13,38.29,A,0.0,,2631492.15
GR-2022-2329,PO-2022-2329,2022-02-07,3.06,A,0.0,,220833.4
GR-2022-2330,PO-2022-2330,2023-08-16,23.62,B,0.0,,2666880.4
GR-2022-2331,PO-2022-2331,2021-11-16,21.42,A,0.0,,1009783.94
GR-2022-2332,PO-2022-2332,2022-10-28,20.51,A,0.0,,947171.57
GR-2022-2333,PO-2022-2333,2022-01-02,11.6,A,0.0,,537645.6
GR-2022-2334,PO-2022-2334,2021-11-09,10.63,A,0.0,,879778.23
GR-2022-2335,PO-2022-2335,2022-09-24,10.26,A,0.0,,933177.38
GR-2022-2336,PO-2022-2336,2023-06-15,24.74,A,0.0,,2361962.65
GR-2022-2337,PO-2022-2337,2021-08-12,35.29,A,0.0,,3224872.99
GR-2022-2338,PO-2022-2338,2022-05-02,40.34,A,0.0,,3078002.25
GR-2022-2339,PO-2022-2339,2022-10-03,31.76,A,0.0,,3071144.76
GR-2022-2340,PO-2022-2340,2021-09-25,14.79,A,0.0,,1471473.62
GR-2022-2341,PO-2022-2341,2021-10-02,4.06,A,0.0,,321191.26
GR-2022-2342,PO-2022-2342,2022-05-31,34.7,A,0.0,,3933553.14
GR-2022-2343,PO-2022-2343,2023-09-17,17.66,A,0.0,,1850293.4
GR-2022-2344,PO-2022-2344,2022-02-09,39.02,A,0.0,,3455280.37
GR-2022-2345,PO-2022-2345,2022-05-11,28.5,A,0.0,,3197244.91
GR-2022-2346,PO-2022-2346,2023-11-17,37.44,A,0.0,,3465254.84
GR-2022-2347,PO-2022-2347,2024-01-04,30.38,A,0.0,,3413812.39
GR-2022-2348,PO-2022-2348,2022-07-14,19.96,A,0.0,,1195126.58
GR-2022-2349,PO-2022-2349,2022-07-27,42.34,B,0.0,,2102607.14
GR-2022-2350,PO-2022-2350,2022-04-15,18.27,B,0.0,,1689077.94
GR-2022-2351,PO-2022-2351,2021-11-09,24.67,A,0.0,,1696924.84
GR-2022-2352,PO-2022-2352,2022-02-22,15.36,B,0.0,,767408.99
GR-2022-2353,PO-2022-2353,2023-12-24,13.09,A,0.0,,963320.82
GR-2022-2354,PO-2022-2354,2021-01-29,10.95,A,0.0,,739957.33
GR-2022-2355,PO-2022-2355,2023-05-20,23.59,A,0.0,,2692740.19
GR-2022-2356,PO-2022-2356,2023-07-14,8.66,A,0.0,,680517.81
GR-2022-2357,PO-2022-2357,2021-08-20,14.49,A,0.0,,1422557.07
GR-2022-2358,PO-2022-2358,2022-08-11,16.77,A,0.0,,778290.33
GR-2022-2359,PO-2022-2359,2022-11-12,7.91,A,0.0,,853713.37
GR-2022-2360,PO-2022-2360,2021-03-12,20.33,B,0.0,,1416324.0
GR-2022-2361,PO-2022-2361,2021-03-25,27.99,B,0.48,Dimensional deviation,2617693.3
GR-2022-2362,PO-2022-2362,2021-04-30,4.09,A,0.0,,206880.37
GR-2022-2363,PO-2022-2363,2021-08-16,46.81,A,0.0,,2947806.76
GR-2022-2364,PO-2022-2364,2023-01-12,4.94,B,0.0,,352424.54
GR-2022-2365,PO-2022-2365,2023-10-23,4.05,B,0.0,,308717.2
GR-2022-2366,PO-2022-2366,2023-04-04,41.3,B,0.0,,4383114.45
GR-2022-2367,PO-2022-2367,2021-12-08,12.14,A,0.0,,597756.12
GR-2022-2368,PO-2022-2368,2021-03-07,24.43,A,0.0,,1178071.63
GR-2022-2369,PO-2022-2369,2022-05-09,25.51,A,0.0,,1767219.02
GR-2022-2370,PO-2022-2370,2023-04-05,38.17,A,0.0,,3154625.21
GR-2022-2371,PO-2022-2371,2023-05-08,10.72,B,0.0,,515641.54
GR-2022-2372,PO-2022-2372,2023-10-13,35.06,A,0.0,,3136217.21
GR-2022-2373,PO-2022-2373,2023-11-23,11.32,B,0.0,,974033.17
GR-2022-2374,PO-2022-2374,2022-08-08,19.16,B,0.0,,1433702.82
GR-2022-2375,PO-2022-2375,2022-06-14,17.0,A,0.0,,1098871.65
GR-2022-2376,PO-2022-2376,2022-08-24,22.8,A,0.0,,2684353.91
GR-2022-2377,PO-2022-2377,2023-11-30,10.06,B,0.0,,484132.57
GR-2022-2378,PO-2022-2378,2021-08-17,38.23,A,0.0,,3829793.09
GR-2022-2379,PO-2022-2379,2022-03-21,23.67,B,0.0,,2220825.68
GR-2022-2380,PO-2022-2380,2022-06-08,2.15,A,0.0,,99661.66
GR-2022-2381,PO-2022-2381,2022-11-26,47.23,A,0.0,,3513631.08
GR-2022-2382,PO-2022-2382,2023-08-08,45.9,A,0.0,,3736327.4
GR-2022-2383,PO-2022-2383,2022-08-11,30.89,A,0.0,,3473525.02
GR-2022-2384,PO-2022-2384,2021-04-25,46.18,A,0.0,,3156190.46
GR-2022-2385,PO-2022-2385,2021-12-05,18.86,A,0.0,,1778028.28
GR-2022-2386,PO-2022-2386,2023-02-18,21.36,A,0.0,,1001744.0
GR-2022-2387,PO-2022-2387,2021-03-30,7.88,B,0.0,,630193.08
GR-2022-2388,PO-2022-2388,2022-03-03,43.94,A,0.0,,5070679.98
GR-2022-2389,PO-2022-2389,2021-02-12,36.24,A,0.0,,2890314.78
GR-2022-2390,PO-2022-2390,2022-07-30,35.37,B,0.0,,2869908.87
GR-2022-2391,PO-2022-2391,2021-11-16,20.47,A,0.0,,1501324.9
GR-2022-2392,PO-2022-2392,2023-10-31,21.07,B,0.0,,2502101.92
GR-2022-2393,PO-2022-2393,2021-04-07,35.5,A,0.0,,3540178.94
GR-2022-2394,PO-2022-2394,2022-07-16,48.11,B,0.0,,2848872.57
GR-2022-2395,PO-2022-2395,2023-07-16,43.71,A,0.0,,4715264.47
GR-2022-2396,PO-2022-2396,2023-10-08,15.03,A,0.0,,776533.25
GR-2022-2397,PO-2022-2397,2023-08-03,8.94,B,0.0,,852387.75
GR-2022-2398,PO-2022-2398,2021-11-05,20.76,A,0.0,,1853522.53
GR-2022-2399,PO-2022-2399,2023-08-26,8.15,B,0.0,,785548.15
GR-2022-2400,PO-2022-2400,2023-04-24,5.21,A,0.0,,335307.7
GR-2022-2401,PO-2022-2401,2022-11-29,22.93,B,0.0,,1972829.92
GR-2022-2402,PO-2022-2402,2021-12-18,24.97,B,0.72,Dimensional deviation,2938662.07
GR-2022-2403,PO-2022-2403,2021-11-11,31.79,A,0.0,,3227505.28
GR-2022-2404,PO-2022-2404,2021-10-20,4.97,A,0.0,,382880.28
GR-2022-2405,PO-2022-2405,2023-11-09,5.9,B,0.2,Dimensional deviation,286931.32
GR-2022-2406,PO-2022-2406,2021-12-22,24.76,A,0.0,,1733206.4
GR-2022-2407,PO-2022-2407,2023-02-18,32.89,A,0.0,,2471326.74
GR-2022-2408,PO-2022-2408,2022-12-28,12.03,A,0.0,,1125109.6
GR-2022-2409,PO-2022-2409,2022-01-25,39.92,A,0.0,,3302036.84
GR-2022-2410,PO-2022-2410,2022-10-05,15.8,A,0.0,,961381.87
GR-2022-2411,PO-2022-2411,2021-07-23,1.78,B,0.0,,120259.02
GR-2022-2412,PO-2022-2412,2022-01-27,13.41,A,0.0,,1561094.25
GR-2022-2413,PO-2022-2413,2023-01-12,35.01,A,0.0,,2375893.67
GR-2022-2414,PO-2022-2414,2023-02-19,21.93,A,0.0,,1962989.82
GR-2022-2415,PO-2022-2415,2021-04-04,25.46,A,0.0,,1819737.89
GR-2022-2416,PO-2022-2416,2023-09-09,38.5,B,0.0,,2969925.83
GR-2022-2417,PO-2022-2417,2023-01-07,19.51,A,0.0,,2299613.5
GR-2022-2418,PO-2022-2418,2021-07-14,27.52,B,0.0,,1415785.75
GR-2022-2419,PO-2022-2419,2021-07-25,37.54,B,0.0,,2378998.18
GR-2022-2420,PO-2022-2420,2021-03-24,27.95,A,0.0,,2746308.52
GR-2022-2421,PO-2022-2421,2022-04-04,1.49,A,0.0,,81943.21
GR-2022-2422,PO-2022-2422,2021-03-06,4.36,A,0.0,,257221.07
GR-2022-2423,PO-2022-2423,2023-03-19,29.59,A,0.0,,2891777.33
GR-2022-2424,PO-2022-2424,2022-01-06,42.8,B,0.0,,2054770.8
GR-2022-2425,PO-2022-2425,2022-11-17,34.52,B,0.0,,4076307.77
GR-2022-2426,PO-2022-2426,2022-03-01,13.14,A,0.0,,977430.7
GR-2022-2427,PO-2022-2427,2022-01-11,15.72,A,0.0,,976373.43
GR-2022-2428,PO-2022-2428,2023-10-12,40.6,A,0.0,,4714946.48
GR-2022-2429,PO-2022-2429,2021-08-09,7.46,A,0.0,,884520.98
GR-2022-2430,PO-2022-2430,2021-02-24,18.92,A,0.0,,1848040.14
GR-2022-2431,PO-2022-2431,2023-12-20,6.21,A,0.0,,500056.21
GR-2022-2432,PO-2022-2432,2023-06-27,4.19,A,0.0,,271127.23
GR-2022-2433,PO-2022-2433,2023-01-08,25.66,A,0.0,,1634816.04
GR-2022-2434,PO-2022-2434,2021-09-13,5.18,B,0.0,,308618.64
GR-2022-2435,PO-2022-2435,2023-07-19,13.81,A,0.0,,694658.62
GR-2022-2436,PO-2022-2436,2022-01-23,28.24,B,0.0,,1773937.18
GR-2022-2437,PO-2022-2437,2022-09-24,1.55,B,0.0,,76724.3
GR-2022-2438,PO-2022-2438,2021-01-29,33.55,A,0.0,,2990310.99
GR-2022-2439,PO-2022-2439,2022-09-30,45.88,A,0.0,,5052166.05
GR-2022-2440,PO-2022-2440,2022-03-21,24.39,A,0.0,,1492286.6
GR-2022-2441,PO-2022-2441,2023-03-12,33.48,A,0.0,,3683611.37
GR-2022-2442,PO-2022-2442,2021-05-26,49.49,A,0.0,,2496990.87
GR-2022-2443,PO-2022-2443,2022-05-31,46.47,B,0.0,,5027188.1
GR-2022-2444,PO-2022-2444,2021-05-08,43.42,B,0.0,,4520879.48
GR-2022-2445,PO-2022-2445,2022-02-07,22.99,A,0.0,,2482051.51
GR-2022-2446,PO-2022-2446,2021-10-05,44.21,B,0.0,,4163334.27
GR-2022-2447,PO-2022-2447,2021-11-30,14.97,A,0.0,,1554005.02
GR-2022-2448,PO-2022-2448,2021-03-23,28.24,B,0.0,,2790270.74
GR-2022-2449,PO-2022-2449,2021-11-16,14.01,C,0.34,Dimensional deviation,1002406.1
GR-2022-2450,PO-2022-2450,2022-12-12,30.48,B,0.0,,3493691.98
GR-2022-2451,PO-2022-2451,2023-11-26,37.99,A,0.0,,4114472.98
GR-2022-2452,PO-2022-2452,2021-10-17,5.42,A,0.0,,446222.16
GR-2022-2453,PO-2022-2453,2024-01-04,13.31,A,0.0,,867994.55
GR-2022-2454,PO-2022-2454,2022-08-24,16.23,A,0.0,,1845371.14
GR-2022-2455,PO-2022-2455,2022-02-10,10.36,A,0.0,,729298.86
GR-2022-2456,PO-2022-2456,2023-05-02,30.21,B,0.0,,2884406.14
GR-2022-2457,PO-2022-2457,2021-10-30,33.86,B,1.02,Dimensional deviation,2600110.63
GR-2022-2458,PO-2022-2458,2022-11-06,29.46,A,0.0,,1711762.08
GR-2022-2459,PO-2022-2459,2022-08-31,30.25,A,0.0,,2803927.18
GR-2022-2460,PO-2022-2460,2022-01-17,12.91,A,0.0,,1060487.78
GR-2022-2461,PO-2022-2461,2023-08-06,13.36,A,0.0,,679442.82
GR-2022-2462,PO-2022-2462,2023-02-19,4.23,A,0.0,,451131.19
GR-2022-2463,PO-2022-2463,2023-10-23,29.6,A,0.0,,1947143.35
GR-2022-2464,PO-2022-2464,2023-05-22,3.49,B,0.0,,269773.17
GR-2022-2465,PO-2022-2465,2021-08-18,19.96,A,0.0,,1077008.87
GR-2022-2466,PO-2022-2466,2021-09-14,2.99,A,0.0,,151315.71
GR-2022-2467,PO-2022-2467,2022-07-10,46.2,B,0.0,,4473940.28
GR-2022-2468,PO-2022-2468,2021-04-09,6.41,B,0.0,,763977.17
GR-2022-2469,PO-2022-2469,2022-08-08,12.22,B,0.05,Dimensional deviation,818484.92
GR-2022-2470,PO-2022-2470,2022-07-12,8.41,A,0.0,,729433.32
GR-2022-2471,PO-2022-2471,2022-04-01,10.92,A,0.0,,998883.64
GR-2022-2472,PO-2022-2472,2021-07-17,7.09,A,0.0,,450597.74
GR-2022-2473,PO-2022-2473,2022-04-07,30.6,A,0.0,,3454087.21
GR-2022-2474,PO-2022-2474,2022-08-10,12.67,B,0.0,,865340.79
GR-2022-2475,PO-2022-2475,2023-03-15,12.29,A,0.0,,1343801.58
GR-2022-2476,PO-2022-2476,2023-07-12,37.03,A,0.0,,2748163.27
GR-2022-2477,PO-2022-2477,2023-03-04,38.35,A,0.0,,2324205.56
GR-2022-2478,PO-2022-2478,2023-10-15,17.72,B,0.0,,827259.07
GR-2022-2479,PO-2022-2479,2023-03-21,19.12,A,0.0,,1884797.95
GR-2022-2480,PO-2022-2480,2023-02-24,11.11,A,0.0,,764509.56
GR-2022-2481,PO-2022-2481,2022-07-26,44.85,A,0.0,,3307092.67
GR-2022-2482,PO-2022-2482,2021-03-01,23.09,B,0.0,,2431974.86
GR-2022-2483,PO-2022-2483,2022-12-19,1.98,B,0.0,,155443.78
GR-2022-2484,PO-2022-2484,2023-05-27,13.36,B,0.0,,838292.34
GR-2022-2485,PO-2022-2485,2022-06-30,9.19,A,0.0,,1009557.8
GR-2022-2486,PO-2022-2486,2023-12-04,42.15,A,0.0,,5027655.32
GR-2022-2487,PO-2022-2487,2021-04-23,35.62,A,0.0,,2028717.79
GR-2022-2488,PO-2022-2488,2021-04-21,26.59,A,0.0,,1714993.97
GR-2022-2489,PO-2022-2489,2022-08-30,14.56,B,0.0,,1665664.27
GR-2022-2490,PO-2022-2490,2023-04-25,26.26,A,0.0,,1653233.5
GR-2022-2491,PO-2022-2491,2021-04-27,26.46,C,0.42,Dimensional deviation,3349721.69
GR-2022-2492,PO-2022-2492,2022-05-15,30.4,A,0.0,,1550269.44
GR-2022-2493,PO-2022-2493,2021-08-10,27.07,B,0.0,,2809143.86
GR-2022-2494,PO-2022-2494,2023-02-14,26.15,C,0.52,Dimensional deviation,1666220.48
GR-2022-2495,PO-2022-2495,2021-01-24,38.45,A,0.0,,3218672.11
GR-2022-2496,PO-2022-2496,2023-11-04,20.26,B,0.0,,1167759.33
GR-2022-2497,PO-2022-2497,2021-12-01,42.95,A,0.0,,4649218.19
GR-2022-2498,PO-2022-2498,2022-08-12,23.28,A,0.0,,2288607.92
GR-2022-2499,PO-2022-2499,2022-05-29,4.25,B,0.0,,314486.52
GR-2022-2500,PO-2022-2500,2022-08-23,40.08,A,0.0,,3845990.42
GR-2022-2501,PO-2022-2501,2023-04-19,47.81,A,0.0,,5572031.7
GR-2022-2502,PO-2022-2502,2023-04-21,46.47,A,0.0,,2698129.98
GR-2022-2503,PO-2022-2503,2021-09-27,4.45,B,0.12,Dimensional deviation,572183.6
GR-2022-2504,PO-2022-2504,2021-09-03,19.34,B,0.0,,1418082.58
GR-2022-2505,PO-2022-2505,2023-10-13,11.56,A,0.0,,1192187.42
GR-2022-2506,PO-2022-2506,2021-11-06,32.57,A,0.0,,2218851.45
GR-2022-2507,PO-2022-2507,2021-10-29,44.9,A,0.0,,2896516.32
GR-2022-2508,PO-2022-2508,2023-08-23,44.1,B,0.0,,3528027.19
GR-2022-2509,PO-2022-2509,2021-04-25,44.81,A,0.0,,5133559.7
GR-2022-2510,PO-2022-2510,2023-02-20,23.69,B,0.0,,1760263.97
GR-2022-2511,PO-2022-2511,2023-06-20,18.34,A,0.0,,1533665.98
GR-2022-2512,PO-2022-2512,2021-04-07,18.23,A,0.0,,1087265.06
GR-2022-2513,PO-2022-2513,2021-12-13,8.07,A,0.0,,801412.97
GR-2022-2514,PO-2022-2514,2021-05-07,11.64,A,0.0,,985439.05
GR-2022-2515,PO-2022-2515,2023-07-21,39.96,A,0.0,,3191210.64
GR-2022-2516,PO-2022-2516,2022-11-12,3.41,B,0.04,Dimensional deviation,304069.08
GR-2022-2517,PO-2022-2517,2023-07-03,38.07,B,0.0,,1833083.13
GR-2022-2518,PO-2022-2518,2023-11-17,46.71,A,0.0,,3425915.52
GR-2022-2519,PO-2022-2519,2023-06-25,7.96,A,0.0,,905588.14
GR-2022-2520,PO-2022-2520,2023-03-01,11.78,B,0.0,,569468.91
GR-2022-2521,PO-2022-2521,2021-10-07,28.8,A,0.0,,2205624.3
GR-2022-2522,PO-2022-2522,2023-05-30,1.02,B,0.0,,51466.13
GR-2022-2523,PO-2022-2523,2022-07-05,11.66,A,0.0,,1334075.49
GR-2022-2524,PO-2022-2524,2023-10-18,33.59,B,0.0,,3578633.47
GR-2022-2525,PO-2022-2525,2023-02-18,29.09,B,0.0,,2520844.03
GR-2022-2526,PO-2022-2526,2022-11-26,8.54,A,0.0,,828785.42
GR-2022-2527,PO-2022-2527,2023-12-14,11.98,B,0.0,,563736.03
GR-2022-2528,PO-2022-2528,2022-07-24,15.72,A,0.0,,1855465.03
GR-2022-2529,PO-2022-2529,2021-04-25,6.2,B,0.0,,348928.94
GR-2022-2530,PO-2022-2530,2022-04-09,45.04,A,0.0,,5190483.0
GR-2022-2531,PO-2022-2531,2023-11-11,37.25,A,0.0,,2857583.63
GR-2022-2532,PO-2022-2532,2022-09-18,8.93,A,0.0,,726548.75
GR-2022-2533,PO-2022-2533,2021-05-23,22.34,A,0.0,,2371995.67
GR-2022-2534,PO-2022-2534,2023-05-09,17.36,A,0.0,,1263434.93
GR-2022-2535,PO-2022-2535,2022-05-05,46.37,B,0.0,,3471762.99
GR-2022-2536,PO-2022-2536,2023-04-18,15.0,B,0.0,,1365525.97
GR-2022-2537,PO-2022-2537,2022-11-27,29.98,A,0.0,,3278415.89
GR-2022-2538,PO-2022-2538,2021-06-25,8.32,A,0.0,,644124.84
GR-2022-2539,PO-2022-2539,2021-11-17,24.08,A,0.0,,1143103.02
GR-2022-2540,PO-2022-2540,2023-01-30,2.97,B,0.0,,333658.62
GR-2022-2541,PO-2022-2541,2021-08-07,48.17,B,1.77,Dimensional deviation,4681079.2
GR-2022-2542,PO-2022-2542,2021-12-29,6.26,B,0.0,,561182.31
GR-2022-2543,PO-2022-2543,2023-12-23,7.76,A,0.0,,620670.12
GR-2022-2544,PO-2022-2544,2021-11-27,25.22,A,0.0,,1564380.75
GR-2022-2545,PO-2022-2545,2021-03-24,33.3,B,0.0,,3262198.99
GR-2022-2546,PO-2022-2546,2023-07-27,15.98,A,0.0,,1505127.48
GR-2022-2547,PO-2022-2547,2023-05-20,33.38,A,0.0,,2045618.83
GR-2022-2548,PO-2022-2548,2021-11-05,4.85,A,0.0,,435582.76
GR-2022-2549,PO-2022-2549,2021-11-07,7.16,A,0.0,,712311.5
GR-2022-2550,PO-2022-2550,2022-11-17,36.07,A,0.0,,2811710.48
GR-2022-2551,PO-2022-2551,2022-09-23,33.1,B,0.0,,2397265.45
GR-2022-2552,PO-2022-2552,2022-02-13,3.39,A,0.0,,367485.94
GR-2022-2553,PO-2022-2553,2022-06-13,40.47,A,0.0,,3255119.87
GR-2022-2554,PO-2022-2554,2022-11-08,40.88,A,0.0,,4133712.81
GR-2022-2555,PO-2022-2555,2023-05-22,1.35,B,0.0,,141087.08
GR-2022-2556,PO-2022-2556,2023-05-07,43.86,B,0.0,,3077026.51
GR-2022-2557,PO-2022-2557,2021-10-24,30.34,A,0.0,,3572291.02
GR-2022-2558,PO-2022-2558,2022-01-21,38.54,A,0.0,,3581004.62
GR-2022-2559,PO-2022-2559,2022-12-16,1.12,A,0.0,,91767.16
GR-2022-2560,PO-2022-2560,2022-03-06,17.19,A,0.0,,1632174.62
GR-2022-2561,PO-2022-2561,2023-11-14,20.06,B,0.0,,1704954.52
GR-2022-2562,PO-2022-2562,2022-02-20,23.07,A,0.0,,2304150.5
GR-2022-2563,PO-2022-2563,2022-09-01,14.82,A,0.0,,692373.68
GR-2022-2564,PO-2022-2564,2021-05-24,46.11,A,0.0,,5282713.04
GR-2022-2565,PO-2022-2565,2022-05-01,23.0,A,0.0,,1553662.58
GR-2022-2566,PO-2022-2566,2021-03-28,20.16,A,0.0,,922290.08
GR-2022-2567,PO-2022-2567,2021-03-30,12.62,B,0.0,,574095.19
GR-2022-2568,PO-2022-2568,2021-06-16,40.53,A,0.0,,3517889.36
GR-2022-2569,PO-2022-2569,2021-02-14,38.32,A,0.0,,3664874.3
GR-2022-2570,PO-2022-2570,2022-03-26,41.73,B,0.72,Dimensional deviation,5106250.09
GR-2022-2571,PO-2022-2571,2022-11-17,31.51,C,1.5,Dimensional deviation,1588166.44
GR-2022-2572,PO-2022-2572,2021-06-19,47.26,A,0.0,,2205625.23
GR-2022-2573,PO-2022-2573,2022-06-23,33.76,B,0.0,,2583624.33
GR-2022-2574,PO-2022-2574,2022-03-04,5.72,A,0.0,,664009.93
GR-2022-2575,PO-2022-2575,2021-05-26,43.35,A,0.0,,4772114.65
GR-2022-2576,PO-2022-2576,2022-05-16,47.82,B,0.0,,2583650.69
GR-2022-2577,PO-2022-2577,2022-12-03,38.33,A,0.0,,3986518.39
GR-2022-2578,PO-2022-2578,2023-11-18,33.47,A,0.0,,2221880.77
GR-2022-2579,PO-2022-2579,2023-01-12,9.63,A,0.0,,1016973.15
GR-2022-2580,PO-2022-2580,2022-06-08,49.35,B,0.0,,2836298.46
GR-2022-2581,PO-2022-2581,2021-12-11,10.46,A,0.0,,1254195.3
GR-2022-2582,PO-2022-2582,2023-01-01,42.5,A,0.0,,4472544.72
GR-2022-2583,PO-2022-2583,2021-08-14,11.35,A,0.0,,676165.5
GR-2022-2584,PO-2022-2584,2023-10-05,41.67,A,0.0,,4818804.42
GR-2022-2585,PO-2022-2585,2023-10-15,16.68,B,0.0,,1220050.55
GR-2022-2586,PO-2022-2586,2021-03-29,1.17,A,0.0,,84554.8
GR-2022-2587,PO-2022-2587,2023-02-11,37.71,A,0.0,,1719352.88
GR-2022-2588,PO-2022-2588,2023-08-22,41.93,B,0.0,,3790918.46
GR-2022-2589,PO-2022-2589,2021-09-11,25.11,B,0.0,,3019090.74
GR-2022-2590,PO-2022-2590,2022-12-06,39.36,A,0.0,,3669669.91
GR-2022-2591,PO-2022-2591,2022-10-12,2.9,A,0.0,,154209.83
GR-2022-2592,PO-2022-2592,2021-10-17,49.63,B,0.0,,3299863.5
GR-2022-2593,PO-2022-2593,2021-06-09,4.64,A,0.0,,318843.16
GR-2022-2594,PO-2022-2594,2023-04-29,48.9,B,0.0,,3415061.98
GR-2022-2595,PO-2022-2595,2021-07-18,30.37,A,0.0,,3324820.78
GR-2022-2596,PO-2022-2596,2021-08-27,38.44,A,0.0,,2660578.67
GR-2022-2597,PO-2022-2597,2022-01-28,12.27,A,0.0,,811214.57
GR-2022-2598,PO-2022-2598,2021-06-22,33.18,B,0.0,,1746186.28
GR-2022-2599,PO-2022-2599,2021-04-08,5.52,A,0.0,,389172.14
GR-2022-2600,PO-2022-2600,2021-04-20,5.57,A,0.0,,651089.36
GR-2022-2601,PO-2022-2601,2021-08-20,23.89,B,0.0,,1729309.79
GR-2022-2602,PO-2022-2602,2021-08-24,29.74,B,0.0,,2608324.24
GR-2022-2603,PO-2022-2603,2022-06-04,9.25,A,0.0,,866136.98
GR-2022-2604,PO-2022-2604,2021-08-06,11.68,A,0.0,,1147911.69
GR-2022-2605,PO-2022-2605,2023-11-20,1.26,A,0.0,,106121.14
GR-2022-2606,PO-2022-2606,2022-02-02,12.54,B,0.0,,977722.05
GR-2022-2607,PO-2022-2607,2023-03-22,15.32,B,0.0,,847010.22
GR-2022-2608,PO-2022-2608,2023-05-03,12.58,B,0.0,,1499241.74
GR-2022-2609,PO-2022-2609,2023-05-25,1.06,A,0.0,,57347.51
GR-2022-2610,PO-2022-2610,2022-02-09,29.07,A,0.0,,3102941.5
GR-2022-2611,PO-2022-2611,2021-09-11,35.56,A,0.0,,2233339.85
GR-2022-2612,PO-2022-2612,2021-04-13,7.49,A,0.0,,461428.55
GR-2022-2613,PO-2022-2613,2021-01-11,41.32,B,0.0,,1918153.02
GR-2022-2614,PO-2022-2614,2022-12-16,8.04,A,0.0,,801541.21
GR-2022-2615,PO-2022-2615,2021-09-22,48.48,A,0.0,,3588738.67
GR-2022-2616,PO-2022-2616,2022-07-30,42.91,A,0.0,,2407255.69
GR-2022-2617,PO-2022-2617,2023-01-05,24.8,B,0.0,,2905805.11
GR-2022-2618,PO-2022-2618,2021-04-26,22.2,B,0.0,,1264784.3
GR-2022-2619,PO-2022-2619,2021-05-13,15.15,A,0.0,,1152240.8
GR-2022-2620,PO-2022-2620,2021-10-28,9.21,B,0.42,Dimensional deviation,1033690.22
GR-2022-2621,PO-2022-2621,2024-01-02,17.9,A,0.0,,1683470.25
GR-2022-2622,PO-2022-2622,2022-02-26,48.01,A,0.0,,3144398.9
GR-2022-2623,PO-2022-2623,2022-04-10,1.83,A,0.0,,115150.09
GR-2022-2624,PO-2022-2624,2023-03-05,25.85,A,0.0,,2988952.76
GR-2022-2625,PO-2022-2625,2022-07-19,13.48,A,0.0,,707045.84
GR-2022-2626,PO-2022-2626,2023-11-30,1.98,B,0.0,,174198.01
GR-2022-2627,PO-2022-2627,2022-05-25,39.23,B,1.08,Dimensional deviation,4308153.57
GR-2022-2628,PO-2022-2628,2024-01-01,46.5,B,0.67,Dimensional deviation,2301377.28
GR-2022-2629,PO-2022-2629,2022-11-07,1.06,B,0.0,,63671.89
GR-2022-2630,PO-2022-2630,2022-09-28,35.05,A,0.0,,2296040.22
GR-2022-2631,PO-2022-2631,2023-04-13,19.59,B,0.0,,1802027.15
GR-2022-2632,PO-2022-2632,2022-11-16,17.99,C,0.3,Dimensional deviation,1959871.03
GR-2022-2633,PO-2022-2633,2022-12-01,22.05,A,0.0,,1927608.39
GR-2022-2634,PO-2022-2634,2021-06-12,12.26,A,0.0,,1356193.59
GR-2022-2635,PO-2022-2635,2023-08-29,49.46,A,0.0,,2512175.94
GR-2022-2636,PO-2022-2636,2023-06-29,36.83,B,0.0,,2281077.0
GR-2022-2637,PO-2022-2637,2021-03-26,45.71,B,0.0,,3480769.71
GR-2022-2638,PO-2022-2638,2023-07-18,17.59,B,0.0,,1110731.82
GR-2022-2639,PO-2022-2639,2021-07-19,37.54,A,0.0,,4334465.18
GR-2022-2640,PO-2022-2640,2021-04-17,27.45,A,0.0,,2594118.17
GR-2022-2641,PO-2022-2641,2021-01-18,39.9,B,0.0,,4461289.2
GR-2022-2642,PO-2022-2642,2021-07-11,46.18,A,0.0,,3049025.58
GR-2022-2643,PO-2022-2643,2023-01-01,28.02,B,0.0,,1619921.98
GR-2022-2644,PO-2022-2644,2021-07-28,10.4,B,0.0,,1112605.13
GR-2022-2645,PO-2022-2645,2021-04-17,39.64,B,0.02,Dimensional deviation,2584464.27
GR-2022-2646,PO-2022-2646,2023-08-07,12.06,A,0.0,,664368.88
GR-2022-2647,PO-2022-2647,2022-03-11,41.52,A,0.0,,3242502.31
GR-2022-2648,PO-2022-2648,2021-05-15,19.4,B,0.0,,1129871.82
GR-2022-2649,PO-2022-2649,2024-01-11,6.14,B,0.14,Dimensional deviation,672603.28
GR-2022-2650,PO-2022-2650,2021-06-05,6.28,A,0.0,,392445.91
GR-2022-2651,PO-2022-2651,2022-07-12,43.99,A,0.0,,3758149.99
GR-2022-2652,PO-2022-2652,2022-11-21,41.58,A,0.0,,3727016.85
GR-2022-2653,PO-2022-2653,2022-03-29,9.34,B,0.0,,1016099.0
GR-2022-2654,PO-2022-2654,2022-08-13,30.42,A,0.0,,3515250.25
GR-2022-2655,PO-2022-2655,2021-02-22,15.45,A,0.0,,1593539.99
